"Year","Team","ERA","W","L","APP","GS","CG","SHO","CBO","SV","IP","H","R","ER","BB","SO","2B","3B","HR","AB","BAA","WP","HBP","BK","SFA","SHA"
2002,"Lamar",3.93,36,24,60,60,11,8,3,5,506.1,523,268,221,144,443,"","","","","","","","","",""
2002,"LaSalle",10.01,10,40,50,50,4,0,0,4,376.0,606,538,418,280,240,115,17,70,1686,.359,53,51,12,32,18
2002,"Lehigh",5.14,29,21,51,51,16,4,0,7,394.0,436,271,225,162,244,78,21,21,1548,.282,36,43,4,15,28
2002,"LeMoyne",4.37,30,17,48,48,9,3,1,10,405.2,396,274,197,159,359,66,8,39,1588,.249,42,39,6,8,29
2002,"Liberty",7.04,33,24,59,59,4,1,1,10,502.1,610,460,393,274,350,111,7,78,2026,.301,72,82,6,24,32
2002,"Lipscomb",5.87,24,24,48,48,9,1,0,6,386.1,422,293,252,201,265,79,10,32,1504,.281,50,44,9,22,26
2002,"Long Beach State",3.54,39,21,60,60,1,7,6,15,539.0,533,269,212,141,456,104,16,36,2088,.255,35,60,13,17,30
2002,"Long Island",7.40,11,33,44,44,12,2,0,1,340.2,483,346,280,186,223,105,17,44,1448,.334,52,51,10,21,23
2002,"Louisiana-Lafayette",3.78,39,23,62,62,10,3,0,12,552.0,555,295,232,240,487,108,11,47,2141,.259,41,46,9,17,36
2002,"Louisiana-Monroe",5.57,29,29,58,58,6,1,1,13,499.1,619,372,309,148,319,133,21,43,2023,.306,47,52,10,21,42
2002,"Louisiana State",3.42,44,22,66,66,14,5,1,7,589.2,621,309,224,179,472,105,7,33,2295,.271,33,33,14,18,39
2002,"Louisiana Tech",4.71,21,37,58,58,10,3,2,5,496.1,502,333,260,189,452,100,7,48,1938,.259,55,63,13,16,31
2002,"Louisville",4.55,39,18,57,57,7,1,0,9,496.1,504,275,251,177,382,86,12,46,1898,.266,40,41,9,23,22
2002,"Loyola Marymount",7.40,22,34,56,56,0,1,1,8,485.1,693,476,399,220,323,141,19,49,2042,.339,33,61,8,29,35
2002,"Maine",4.82,40,17,57,57,21,9,1,7,434.2,444,265,233,190,346,"","","","","","","","","",""
2002,"Manhattan",4.38,32,19,51,51,16,2,1,8,421.1,459,270,205,173,319,83,5,32,1693,.271,46,34,5,17,17
2002,"Marist",3.09,41,13,55,55,6,3,2,14,465.1,414,218,160,125,403,81,10,35,1761,.235,18,36,5,9,20
2002,"Marshall",9.40,17,35,52,52,4,1,0,3,426.0,634,542,445,240,245,127,11,112,1850,.343,58,62,13,40,18
2002,"Maryland-Baltimore County",5.74,32,24,56,56,18,4,1,4,446.2,578,353,285,152,266,137,12,37,1834,.315,40,36,8,26,20
2002,"Maryland",5.77,34,23,57,57,3,2,0,10,488.1,592,387,313,228,451,115,13,55,1986,.298,46,40,7,28,19
2002,"Mercer",5.73,22,32,54,54,16,0,0,9,411.2,509,343,262,157,370,84,9,42,1687,.302,24,57,13,26,32
2002,"Miami, Florida",5.23,34,29,63,63,0,0,0,11,562.1,616,391,327,245,438,121,6,70,2196,.281,39,76,9,22,33
2002,"Miami, Ohio",5.87,31,28,59,59,16,0,0,7,492.1,627,393,321,210,359,124,13,64,2023,.310,47,38,7,22,25
2002,"Michigan State",4.77,38,19,57,57,16,5,2,5,464.0,502,304,246,158,390,106,12,38,1831,.274,40,83,13,17,17
2002,"Middle Tennessee State",6.45,26,30,56,56,6,1,0,10,485.2,615,427,348,235,433,106,9,83,2002,.307,66,66,13,14,24
2002,"Minnesota",4.89,32,26,58,58,12,5,2,9,469.1,562,348,255,175,337,90,13,44,1897,.296,41,41,5,26,19
2002,"Mississippi",4.52,37,19,56,56,1,3,3,13,497.2,518,314,250,211,376,87,11,40,1936,.268,27,46,17,20,24
2002,"Mississippi State",4.30,34,24,59,59,7,1,1,7,517.0,534,305,247,182,406,"","","","","","","","","",""
2002,"Mississippi Valley State",7.21,10,37,47,47,4,1,0,1,346.0,497,389,277,180,228,96,22,37,1489,.334,54,57,11,21,26
2002,"Missouri",7.09,24,29,53,53,2,1,1,7,469.2,634,422,370,201,395,"","","","","","","","","",""
2002,"Monmouth",5.01,30,21,51,51,11,4,1,12,404.0,443,285,225,164,182,"","","","","","","","","",""
2002,"Morehead State",8.19,29,27,56,56,7,0,0,3,431.2,637,469,393,223,352,124,8,76,1873,.340,79,79,10,20,17
2002,"Mount St. Mary's",7.03,17,35,52,52,7,2,0,3,375.0,540,397,293,185,289,99,16,38,1645,.328,36,43,8,20,16
2002,"Murray State",6.51,20,33,53,53,3,1,1,6,409.0,517,357,296,205,286,123,14,49,"",.311,51,42,5,25,32
2002,"Navy",4.51,23,25,48,48,5,4,1,8,385.0,424,271,193,146,239,84,9,27,1528,.277,35,48,15,17,27
2002,"Nebraska",3.66,47,21,68,68,9,5,0,11,600.2,572,296,244,185,478,109,15,45,2291,.250,42,52,4,23,34
2002,"Nevada",5.56,25,32,57,57,3,2,1,8,500.1,597,392,309,255,440,100,10,60,1996,.299,37,42,13,19,39
2002,"Nevada-Las Vegas",6.29,30,30,60,60,2,0,0,7,515.0,659,419,360,240,449,114,19,50,2108,.313,63,46,30,27,17
2002,"New Mexico State",6.75,37,25,62,62,3,3,1,14,539.2,723,513,405,250,412,131,12,73,2269,.319,51,80,6,37,27
2002,"New Orleans",4.60,31,28,59,59,12,4,2,8,512.2,510,316,262,232,511,"","","","","","","","","",""
2002,"New York Tech",6.47,27,25,52,52,9,3,2,4,399.0,494,338,287,194,261,96,4,44,1623,.304,68,45,8,23,22
2002,"Niagara",7.34,12,34,46,46,5,2,1,0,350.2,498,356,286,156,242,111,7,33,1516,.328,36,40,7,25,14
2002,"Nicholls State",5.04,28,26,54,54,5,4,3,15,473.2,582,320,265,160,343,101,19,21,1920,.303,49,49,9,18,24
2002,"North Carolina-Asheville",5.80,21,30,51,51,5,2,1,7,413.0,533,342,266,177,264,100,8,52,1702,.313,36,48,8,19,25
2002,"North Carolina A&T",6.54,19,39,58,58,10,2,1,5,444.2,525,460,323,323,363,"","","","","","","","","",""
2002,"North Carolina-Charlotte",6.66,19,35,54,54,3,2,1,7,461.0,595,424,341,289,368,109,6,55,1861,.320,88,55,9,30,26
2002,"North Carolina-Greensboro",4.83,33,22,55,55,10,6,4,7,492.1,564,334,264,168,366,101,12,31,1972,.286,38,41,8,20,28
2002,"North Carolina",4.37,43,21,64,64,4,4,1,13,572.0,561,322,278,270,515,75,4,46,2193,.256,69,52,10,10,28
2002,"North Carolina State",5.85,33,26,59,59,11,3,0,4,507.1,622,392,330,216,436,126,8,58,2073,.300,40,51,20,29,19
2002,"North Carolina-Wilmington",3.95,36,21,57,57,3,4,4,11,513.0,485,260,225,163,371,88,9,41,1905,.255,36,69,1,21,30
2002,"Northeastern",3.86,29,22,51,51,23,2,0,4,408.1,422,228,175,143,284,82,6,19,1591,.265,34,40,2,19,22
2002,"Northern Illinois",5.63,23,32,55,55,6,1,0,9,455.1,507,381,285,220,359,81,13,73,1814,.279,49,63,7,16,30
2002,"Northern Iowa",5.16,30,25,56,56,5,2,0,9,469.1,552,336,269,196,323,111,11,39,1874,.295,50,46,8,28,29
2002,"Northwestern",4.50,26,29,55,55,10,3,1,13,453.2,514,299,227,194,377,78,12,47,1799,.286,46,26,8,18,30
2002,"Northwestern State",3.54,43,17,60,60,17,4,1,8,531.1,535,242,209,167,391,95,6,19,2029,.264,49,66,5,18,32
2002,"Notre Dame",3.57,50,18,68,68,6,3,2,18,584.1,565,292,232,231,483,"","","","","","","","","",""
2002,"Oakland",7.01,19,35,54,54,3,1,0,8,422.2,499,414,329,329,413,84,8,53,1681,.297,68,56,8,24,28
2002,"Ohio",7.22,26,25,51,51,10,0,0,8,424.0,587,402,340,196,304,91,10,66,1763,.333,59,85,7,22,19
2002,"Ohio State",4.45,38,20,59,59,17,8,4,10,481.1,540,295,238,156,369,91,10,40,1892,.285,27,40,13,26,24
2002,"Oklahoma",4.86,35,27,62,62,1,1,0,13,552.0,622,371,298,247,470,112,14,35,2209,.282,45,51,11,30,24
2002,"Oklahoma State",4.61,37,21,58,58,5,5,4,5,506.0,556,312,259,212,418,"","","","","","","","","",""
2002,"Old Dominion",4.30,26,27,53,53,10,4,2,8,466.2,514,315,223,192,405,77,16,38,1848,.278,43,35,9,20,29
2002,"Oral Roberts",3.35,48,19,67,67,10,10,7,7,565.0,509,250,210,208,615,"","","","","","","","","",""
2002,"Oregon State",5.60,31,23,54,54,2,2,2,14,477.2,533,340,297,212,252,110,8,42,1866,.286,42,49,10,18,33
2002,"Pacific",5.43,26,28,55,55,6,3,2,7,476.0,591,360,287,183,326,98,13,48,1914,.309,46,38,6,18,34
2002,"Penn State",6.23,23,30,53,53,10,3,0,7,427.2,520,377,296,237,325,99,9,51,1746,.298,43,29,9,25,30
2002,"Pennsylvania",7.18,17,22,39,39,7,1,0,4,313.1,375,311,250,207,259,74,14,20,1265,.296,76,48,5,20,18
2002,"Pepperdine",5.76,31,32,63,63,5,3,2,8,554.2,713,418,355,212,360,112,13,64,2265,.315,50,74,13,26,30
2002,"Portland",6.30,24,30,54,54,3,1,1,12,475.2,608,392,333,217,305,125,21,58,1963,.310,33,53,9,17,26
2002,"Prairie View A&M",12.13,3,46,49,49,15,1,0,1,318.1,561,650,429,333,153,103,18,86,1497,.375,62,83,24,41,16
2002,"Princeton",5.03,22,22,44,44,4,2,1,9,364.2,404,276,204,160,270,77,14,23,1469,.275,29,29,5,18,13
2002,"Purdue",5.95,24,32,56,56,10,4,0,11,444.2,541,336,294,151,280,107,11,56,1788,.303,46,43,7,16,46
2002,"Quinnipiac",7.84,12,30,42,42,7,1,0,4,327.1,468,330,285,161,254,100,9,46,1404,.333,29,52,2,8,12
2002,"Radford",6.61,18,33,51,51,3,1,0,5,422.0,538,377,310,207,298,"","","","","","","","","",""
2002,"Rhode Island",3.88,23,26,49,49,13,2,0,9,384.2,410,249,166,133,288,69,5,34,"",.272,25,46,15,12,31
2002,"Rice",2.79,52,14,66,66,9,5,3,15,596.1,530,238,185,201,571,88,3,32,2227,.238,46,61,8,16,22
2002,"Richmond",3.79,53,13,66,66,20,6,1,18,555.0,527,284,234,220,499,93,5,46,2111,.250,52,46,10,24,27
2002,"Rider",5.51,33,22,55,55,6,2,0,10,467.0,538,397,286,232,392,113,17,48,1914,.281,58,42,7,24,32
2002,"Rutgers",3.98,35,22,57,57,9,3,2,13,479.0,469,252,212,184,359,82,8,28,1784,.263,54,35,14,28,25
2002,"Sacred Heart",4.55,20,27,47,47,15,1,0,3,377.2,431,240,191,126,254,76,12,15,1501,.287,23,51,3,11,23
2002,"Samford",5.35,27,31,58,58,9,3,2,5,457.1,553,331,272,143,340,89,15,50,1854,.298,29,32,15,20,35
2002,"Sam Houston State",5.86,21,33,54,54,10,2,0,6,465.2,552,365,303,194,301,107,17,51,1858,.297,34,43,11,24,44
2002,"San Diego",4.90,39,22,62,62,3,1,0,17,553.1,645,348,301,236,409,107,11,47,2220,.291,33,72,13,18,30
2002,"San Diego State",4.64,43,23,66,66,3,5,4,20,578.0,613,352,298,237,486,117,17,36,2237,.274,67,64,14,16,37
2002,"San Francisco",7.72,18,38,56,56,4,0,0,3,493.0,683,497,423,236,389,139,35,75,2053,.333,35,99,14,30,41
2002,"San Jose State",3.92,45,17,62,62,13,6,2,13,549.0,539,264,239,156,395,105,8,38,2085,.259,17,41,2,18,27
2002,"Santa Clara",5.51,25,30,55,55,5,1,1,10,483.2,607,377,296,161,302,"","","","","","","","","",""
2002,"Seton Hall",4.74,25,28,53,53,5,3,2,13,429.0,459,285,226,210,370,68,15,27,1689,.272,51,34,9,16,18
2002,"Siena",5.27,28,29,57,57,14,6,1,8,450.2,533,338,264,171,301,110,10,32,1827,.292,47,55,7,21,21
2002,"South Alabama",5.09,42,19,61,61,6,2,2,10,542.2,585,361,307,242,498,107,18,62,2133,.274,61,43,14,15,20
2002,"South Carolina",4.26,57,18,75,75,5,4,4,25,676.0,686,371,320,296,587,113,9,74,2590,.265,57,43,8,23,32
2002,"Southeastern Louisiana",6.30,21,33,54,54,5,2,1,6,467.1,625,396,327,195,363,119,17,56,1956,.320,25,44,9,20,28
2002,"Southeast Missouri State",4.64,37,20,57,57,8,1,0,12,477.0,525,310,246,190,403,88,6,46,1859,.282,47,53,20,18,11
2002,"Southern California",5.66,37,24,61,61,0,2,2,11,550.1,657,418,346,277,457,120,8,58,2197,.299,62,61,14,25,28
2002,"Southern",4.54,44,10,54,54,1,1,1,7,408.0,405,265,206,154,370,74,20,30,1601,.253,28,41,17,11,21
2002,"Southern Illinois",6.07,19,36,55,55,3,1,1,5,467.1,593,380,315,189,305,113,17,55,1908,.311,39,46,14,14,27
2002,"Southern Mississippi",4.07,36,22,58,58,6,5,2,9,517.2,536,289,234,213,393,87,14,34,1984,.270,48,36,15,21,43
2002,"Southern Utah",7.24,18,37,55,55,11,2,0,2,448.2,613,423,361,198,310,112,19,73,1891,.324,46,37,4,28,18
2002,"South Florida",4.85,33,27,60,60,3,3,3,8,534.1,589,351,288,220,381,"","","","","","","","","",""
2002,"",4.09,43,20,63,63,9,2,0,16,552.2,577,346,251,237,499,98,11,34,2145,.269,48,62,4,26,41
2002,"",5.11,34,22,56,56,7,2,1,10,489.1,581,350,278,150,389,90,21,59,1978,.294,36,39,16,11,34
2002,"Stanford",3.97,47,18,65,65,9,3,1,17,591.1,574,305,261,213,452,89,8,50,2248,.255,46,52,12,18,21
2002,"St. Bonaventure",5.11,30,13,43,43,10,0,0,2,356.0,377,240,202,156,284,58,10,22,1376,.274,38,48,2,14,27
2002,"Stetson",4.88,42,19,61,61,7,3,1,20,494.2,574,319,268,182,422,99,5,29,1973,.291,52,42,11,19,36
2002,"St. Francis",5.41,22,24,46,46,18,5,1,5,364.1,447,269,219,143,223,71,13,29,1458,.307,35,54,5,22,25
2002,"St. John's",4.59,29,22,52,52,5,1,1,9,437.2,450,283,223,182,286,83,5,28,1693,.266,49,56,6,12,31
2002,"St. Joseph's",7.88,16,36,53,53,9,0,0,4,405.1,581,420,355,235,222,104,15,50,1694,.343,47,68,12,31,34
2002,"St. Louis",4.71,22,30,52,52,10,0,0,4,441.2,494,295,231,176,327,90,13,28,1767,.280,32,36,14,15,20
2002,"St. Mary's",6.01,22,27,49,49,11,1,0,3,421.0,544,333,281,157,263,96,14,58,1700,.320,29,63,12,15,23
2002,"Stony Brook",5.34,27,24,51,51,13,2,0,5,387.1,440,282,230,170,275,66,6,44,1549,.284,47,35,3,22,16
2002,"St. Peter's",7.06,12,30,42,42,7,0,0,2,341.2,499,342,268,159,286,100,25,24,1491,.335,36,45,4,19,10
2002,"Temple",5.31,22,28,50,50,13,4,2,5,410.1,508,317,242,166,238,"","","","","","","","","",""
2002,"Tennessee",5.51,27,28,55,55,4,1,0,9,487.0,549,349,298,231,401,101,12,44,1934,.284,30,49,12,22,21
2002,"Tennessee-Martin",6.86,18,33,51,51,12,3,1,3,407.0,542,397,310,175,316,"","","","","","","","","",""
