,Team,G,AB,H,BA,HPG,ABPG,HPAB,BB,BBPG,IP,RA,ER,ERA,PO,A,E,PCT,APG,EPG,HBP,OBP,HBPPG,RS,RPG,TB,SLG,KP9,WP9,WHIP,Rank,Conference,Record,Road,Neutral,Home,Non Div I,CBRank,Conf,CBR,Rec,SOR,Rk25,SOS,vs 1-25,vs 26-50,vs 51-100,vs 101-200,vs 201+,RPI,Prev,Trend,OPS,PYTHAG,Rating,Wins,Losses,WIN%,Wins_Over_Pythag
255,SFA,4,133,33,0.248,8.25,33.25,0.24812030075187969,10,2.5,32.0,38,26,7.31,96,32,7,0.948,8.0,1.75,6,0.327,1.5,17,4.25,46,0.346,8.2,4.5,1.84,297,WAC,10-44,2-25,0-3,8-16,0-0,267,Southland,-3.3014497062995347,0-4,285,214,128,0-0,0-0,0-4,0-0,0-0,,275,8,0.673,0.187,-4.4,0,4,0.0,-0.187
256,Southern U.,3,98,36,0.367,12.0,32.666666666666664,0.3673469387755102,21,7.0,24.1,25,24,8.88,73,24,2,0.98,8.0,0.6666666666666666,8,0.496,2.6666666666666665,30,10.0,60,0.612,8.5,4.07,1.36,291,SWAC,19-29,10-13,2-6,7-10,3-0,296,SWAC,-5.845854417102174,2-2,163,244,108,0-1,0-0,0-0,0-0,2-1,,293,-3,1.108,0.583,-4.42,2,2,0.5,-0.08299999999999996
257,Marist,4,135,33,0.244,8.25,33.75,0.24444444444444444,20,5.0,31.0,52,42,12.19,93,21,8,0.934,5.25,2.0,3,0.352,0.75,19,4.75,43,0.319,9.3,8.71,2.42,253,MAAC,20-35,13-23,2-2,5-10,0-0,287,MAAC,-4.169383476487466,0-4,237,300,58,0-2,0-0,0-0,0-0,0-2,,278,-9,0.671,0.137,-4.45,0,4,0.0,-0.137
258,Quinnipiac,4,124,22,0.177,5.5,31.0,0.1774193548387097,18,4.5,34.1,34,31,8.13,103,37,1,0.993,9.25,0.25,3,0.295,0.75,16,4.0,31,0.25,6.3,9.44,1.95,248,MAAC,20-30,7-25,0-0,13-5,0-0,270,MAAC,-3.3487113753032545,1-3,164,265,55,0-0,0-2,1-1,0-0,0-0,,266,-4,0.5449999999999999,0.201,-4.48,1,3,0.25,0.04899999999999999
259,Utah Tech,4,123,33,0.268,8.25,30.75,0.2682926829268293,24,6.0,36.0,23,21,5.25,108,48,3,0.981,12.0,0.75,6,0.409,1.5,24,6.0,54,0.439,7.8,6.5,1.5,284,WAC,14-42,7-22,0-0,7-20,0-0,218,WAC,-1.5496664282917572,2-2,224,148,292,0-0,0-0,0-0,0-0,2-2,,234,16,0.848,0.519,-4.5,2,2,0.5,-0.019000000000000017
260,Alabama St.,4,134,36,0.269,9.0,33.5,0.26865671641791045,26,6.5,36.0,32,23,5.75,108,52,11,0.936,13.0,2.75,3,0.399,0.75,31,7.75,62,0.463,6.8,6.0,1.69,262,SWAC,29-27,12-12,2-4,15-11,0-0,255,SWAC,-2.7708117244803296,1-4,248,236,134,0-1,0-0,0-0,0-0,1-3,,249,-6,0.8620000000000001,0.485,-4.51,1,4,0.2,-0.285
261,Alcorn,2,79,22,0.278,11.0,39.5,0.27848101265822783,5,2.5,18.0,20,18,9.0,54,20,3,0.961,10.0,1.5,3,0.341,1.5,12,6.0,27,0.342,8.0,9.0,2.67,303,SWAC,6-42,3-27,0-3,3-12,0-1,307,SWAC,-11.762519674970372,0-2,306,296,294,0-0,0-0,0-0,0-0,0-2,,307,0,0.683,0.282,-4.54,0,2,0.0,-0.282
262,Grambling,4,132,39,0.295,9.75,33.0,0.29545454545454547,29,7.25,32.0,49,42,11.81,96,31,10,0.927,7.75,2.5,10,0.443,2.5,44,11.0,67,0.508,8.7,10.97,2.72,233,SWAC,25-28,9-13,7-8,9-7,1-0,290,SWAC,-4.617672722048927,2-2,201,169,204,0-0,0-0,0-0,0-1,2-1,,281,-9,0.9510000000000001,0.451,-4.62,2,2,0.5,0.04899999999999999
263,Bucknell,3,89,12,0.135,4.0,29.666666666666668,0.1348314606741573,15,5.0,23.0,52,42,16.43,69,22,7,0.929,7.333333333333333,2.3333333333333335,1,0.267,0.3333333333333333,9,3.0,17,0.191,5.5,8.61,3.04,192,Patriot,22-24,6-16,4-2,12-6,0-0,261,Patriot,-3.110686710602546,1-2,14,284,22,1-2,0-0,0-0,0-0,0-0,,227,-34,0.458,0.039,-4.65,1,2,0.333,0.29400000000000004
264,Eastern Mich.,3,108,31,0.287,10.333333333333334,36.0,0.28703703703703703,9,3.0,25.1,37,35,12.43,76,18,4,0.959,6.0,1.3333333333333333,2,0.347,0.6666666666666666,18,6.0,55,0.509,10.3,9.59,2.49,289,MAC,14-38,7-27,0-0,7-11,0-0,227,MAC,-1.7520415723715612,0-3,254,228,78,0-0,0-0,0-3,0-0,0-0,,255,28,0.856,0.211,-4.75,0,3,0.0,-0.211
265,Omaha,4,139,40,0.288,10.0,34.75,0.28776978417266186,19,4.75,32.0,34,33,9.28,96,40,4,0.971,10.0,1.0,9,0.402,2.25,26,6.5,53,0.381,7.3,7.03,2.0,290,Summit League,18-32,10-19,0-4,8-9,0-0,207,Summit,-1.2372796576356317,1-3,230,124,109,0-0,0-0,0-3,1-0,0-0,,216,9,0.783,0.38,-4.83,1,3,0.25,-0.13
266,Purdue Fort Wayne,3,90,14,0.156,4.666666666666667,30.0,0.15555555555555556,2,0.6666666666666666,24.0,32,29,10.88,72,20,4,0.958,6.666666666666667,1.3333333333333333,1,0.183,0.3333333333333333,2,0.6666666666666666,15,0.167,4.9,8.62,2.33,247,Horizon,19-37,11-25,1-2,7-10,0-0,277,Horizon,-3.579956094902542,0-3,95,201,17,0-3,0-0,0-0,0-0,0-0,,271,-6,0.35,0.006,-4.95,0,3,0.0,-0.006
267,Central Mich.,4,119,26,0.218,6.5,29.75,0.2184873949579832,12,3.0,29.0,29,15,4.66,87,38,9,0.933,9.5,2.25,5,0.314,1.25,15,3.75,32,0.269,5.6,6.52,1.86,279,MAC,14-38,9-25,0-2,5-11,3-0,167,MAC,-0.3139908874338505,1-3,280,178,280,0-0,0-0,0-0,0-0,1-3,,167,0,0.583,0.23,-5.02,1,3,0.25,0.01999999999999999
268,Ark.-Pine Bluff,3,89,16,0.18,5.333333333333333,29.666666666666668,0.1797752808988764,4,1.3333333333333333,22.0,25,24,9.82,66,18,0,1.0,6.0,0.0,2,0.229,0.6666666666666666,2,0.6666666666666666,17,0.191,5.7,4.91,2.18,305,SWAC,9-34,3-14,0-1,6-19,6-0,304,SWAC,-8.490943351861388,0-3,286,231,141,0-0,0-0,0-0,0-3,0-0,,304,0,0.42000000000000004,0.01,-5.03,0,3,0.0,-0.01
269,Northern Colo.,4,122,28,0.23,7.0,30.5,0.22950819672131148,26,6.5,34.0,24,21,5.56,102,44,5,0.967,11.0,1.25,16,0.422,4.0,23,5.75,40,0.328,6.1,6.35,1.68,282,Summit League,16-38,5-27,5-2,6-9,0-0,265,Summit,-3.284475271479311,2-2,219,139,264,0-0,0-0,0-0,0-0,2-2,,272,7,0.75,0.481,-5.14,2,2,0.5,0.019000000000000017
270,Lehigh,3,81,12,0.148,4.0,27.0,0.14814814814814814,12,4.0,21.1,36,32,13.5,64,27,7,0.929,9.0,2.3333333333333335,1,0.266,0.3333333333333333,7,2.3333333333333335,15,0.185,6.3,10.55,2.91,224,Patriot,23-23,12-14,2-1,9-8,1-0,263,Patriot,-3.1804465933313812,0-3,153,250,30,0-0,0-3,0-0,0-0,0-0,,256,-7,0.451,0.048,-5.24,0,3,0.0,-0.048
271,Western Ill.,2,60,12,0.2,6.0,30.0,0.2,4,2.0,14.0,26,25,16.07,42,15,1,0.983,7.5,0.5,0,0.246,0.0,5,2.5,15,0.25,6.4,7.07,2.57,273,OVC,13-37,8-22,0-3,5-12,0-0,285,Ohio Valley,-4.07976757788678,0-2,290,264,157,0-0,0-0,0-0,0-2,0-0,,284,-1,0.496,0.047,-5.36,0,2,0.0,-0.047
272,Delaware St.,2,69,17,0.246,8.5,34.5,0.2463768115942029,10,5.0,16.0,26,22,12.38,48,15,1,0.984,7.5,0.5,3,0.366,1.5,7,3.5,21,0.304,3.4,7.31,2.44,266,NEC,22-27,10-12,0-2,12-13,0-0,297,Northeast,-5.98250539540381,0-2,303,248,260,0-0,0-0,0-0,0-0,0-2,,299,2,0.6699999999999999,0.083,-5.5,0,2,0.0,-0.083
273,Maine,4,130,31,0.238,7.75,32.5,0.23846153846153847,14,3.5,31.2,31,25,7.11,95,30,7,0.947,7.5,1.75,6,0.338,1.5,13,3.25,39,0.3,5.7,7.39,1.86,294,America East,10-37,4-23,1-4,5-10,2-0,268,America East,-3.3220944483515042,0-4,250,189,73,0-0,0-0,0-4,0-0,0-0,,273,5,0.638,0.169,-5.67,0,4,0.0,-0.169
274,Fordham,3,77,15,0.195,5.0,25.666666666666668,0.19480519480519481,10,3.3333333333333335,19.1,42,35,16.29,58,19,7,0.917,6.333333333333333,2.3333333333333335,6,0.326,2.0,9,3.0,25,0.325,3.7,9.78,2.95,198,Atlantic 10,19-33,7-19,1-3,11-11,0-0,273,Atlantic 10,-3.4113218955416245,0-3,132,280,24,0-3,0-0,0-0,0-0,0-0,,267,-6,0.651,0.056,-5.74,0,3,0.0,-0.056
275,Saint Peter's,4,126,37,0.294,9.25,31.5,0.29365079365079366,18,4.5,31.0,49,47,13.65,93,40,2,0.985,10.0,0.5,5,0.397,1.25,27,6.75,51,0.405,5.8,5.23,2.13,300,MAAC,12-40,6-31,0-0,6-9,0-0,302,MAAC,-7.711794219424254,1-3,271,213,222,0-0,0-0,0-0,1-3,0-0,,300,-2,0.802,0.251,-5.78,1,3,0.25,-0.0010000000000000009
276,CSU Bakersfield,3,93,20,0.215,6.666666666666667,31.0,0.21505376344086022,15,5.0,26.0,31,24,8.31,78,29,6,0.947,9.666666666666666,2.0,5,0.354,1.6666666666666667,12,4.0,26,0.28,4.8,10.38,2.31,274,Big West,15-38,4-16,0-7,11-15,0-0,187,Big West,-0.6577259737325497,1-3,216,173,96,0-0,0-1,1-2,0-0,0-0,,228,41,0.634,0.15,-6.17,1,3,0.25,0.1
277,Norfolk St.,3,93,14,0.151,4.666666666666667,31.0,0.15053763440860216,9,3.0,27.0,30,21,7.0,81,34,11,0.913,11.333333333333334,3.6666666666666665,4,0.255,1.3333333333333333,5,1.6666666666666667,21,0.226,7.0,8.33,2.3,301,NEC,12-41,5-15,0-0,7-26,0-0,300,Northeast,-7.016421575507637,0-3,307,251,296,0-0,0-0,0-0,0-0,0-3,,302,2,0.481,0.036,-6.18,0,3,0.0,-0.036
278,Youngstown St.,3,92,18,0.196,6.0,30.666666666666668,0.1956521739130435,10,3.3333333333333335,22.0,38,33,13.5,66,30,5,0.95,10.0,1.6666666666666667,2,0.288,0.6666666666666666,11,3.6666666666666665,30,0.326,4.5,7.36,2.91,285,Horizon,16-44,7-27,3-1,6-16,0-0,269,Horizon,-3.33969065689831,0-3,274,245,95,0-0,0-0,0-3,0-0,0-0,,251,-18,0.614,0.094,-6.37,0,3,0.0,-0.094
279,Coppin St.,2,63,14,0.222,7.0,31.5,0.2222222222222222,15,7.5,18.0,28,27,13.5,54,17,3,0.959,8.5,1.5,3,0.395,1.5,13,6.5,23,0.365,8.0,10.0,2.5,299,NEC,12-33,4-20,0-0,8-13,0-0,301,Northeast,-7.035628590608162,1-1,225,241,300,0-0,0-0,0-0,0-0,1-1,,301,0,0.76,0.197,-6.75,1,1,0.5,0.303
280,Bellarmine,3,97,23,0.237,7.666666666666667,32.333333333333336,0.23711340206185566,8,2.6666666666666665,22.0,37,28,11.45,66,20,2,0.977,6.666666666666667,0.6666666666666666,4,0.321,1.3333333333333333,12,4.0,34,0.351,4.1,13.09,2.91,295,ASUN,10-45,3-33,0-0,7-12,0-0,286,Atlantic Sun,-4.131387589827209,0-3,238,260,60,0-0,0-0,0-3,0-0,0-0,,290,4,0.6719999999999999,0.113,-6.92,0,3,0.0,-0.113
281,Alabama A&M,4,123,31,0.252,7.75,30.75,0.25203252032520324,28,7.0,31.0,45,37,10.74,93,29,7,0.946,7.25,1.75,6,0.406,1.5,27,6.75,39,0.317,6.1,10.45,2.35,298,SWAC,10-38,5-25,0-0,5-13,3-0,305,SWAC,-8.618117658039651,1-3,270,274,219,0-0,0-0,0-0,0-1,1-2,,303,-2,0.7230000000000001,0.282,-6.92,1,3,0.25,-0.03199999999999997
282,Siena,3,96,17,0.177,5.666666666666667,32.0,0.17708333333333334,8,2.6666666666666665,24.0,40,37,13.88,72,16,4,0.957,5.333333333333333,1.3333333333333333,0,0.24,0.0,5,1.6666666666666667,26,0.271,3.8,8.62,2.79,296,MAAC,12-40,5-29,0-0,7-11,0-0,294,MAAC,-5.120509472290877,0-3,213,268,53,0-0,0-3,0-0,0-0,0-0,,296,2,0.511,0.022,-7.03,0,3,0.0,-0.022
283,UMES,4,110,26,0.236,6.5,27.5,0.23636363636363636,11,2.75,26.1,54,40,13.67,79,35,11,0.912,8.75,2.75,2,0.315,0.5,14,3.5,38,0.345,6.2,14.01,3.19,304,NEC,0-48,0-34,0-0,0-14,0-0,303,Northeast,-8.350425825952332,0-4,300,254,239,0-0,0-0,0-0,0-4,0-0,,305,2,0.6599999999999999,0.078,-8.02,0,4,0.0,-0.078
