,Team,G,AB,H,BA,HPG,ABPG,HPAB,BB,BBPG,IP,ER,ERA,RA,PO,A,E,PCT,APG,EPG,HBP,OBP,HBPPG,RPG,RS,TB,SLG,KP9,WP9,WHIP,OPS,PYTHAG,wOBA,wRAA,oWAR_z,pWAR_z,fWAR,ISO,wRC+,BB%,BABIP,RA9,FIP,LOB%,K/BB,Rating,Conference
54,Stanford,54,1778,449,0.253,8.314814814814815,32.925925925925924,0.2525309336332958,167,3.0925925925925926,482.0,170,3.17,201,1446,544,35,0.983,10.074074074074074,0.6481481481481481,33,0.325,0.6111111111111112,4.7407407407407405,256,658,0.37,6.8,3.68,1.26,0.6950000000000001,0.609,0.30091988130563796,-102.43665260058843,-0.76001171950731,-0.050592636656615404,-0.8106043561639253,0.11754780652418448,63.55635948681587,0.08259149357072205,0.23333333333333334,3.7531120331950207,0.5931894255241188,0.7241038890341034,1.85,2.44,Pac-12
55,Louisiana Tech,62,2052,590,0.288,9.516129032258064,33.096774193548384,0.2875243664717349,272,4.387096774193548,548.2,230,3.77,263,1646,654,66,0.972,10.548387096774194,1.064516129032258,84,0.389,1.3548387096774193,6.532258064516129,405,890,0.434,8.1,3.46,1.33,0.823,0.688,0.3463153724247226,138.14486170454202,1.0249428424271452,1.293081599358604,2.318024441785749,0.14619883040935672,139.37249281585747,0.10776545166402536,0.2598652550529355,4.317767238234221,0.23088602403700922,0.68908768014144,2.35,2.36,Conference USA
56,Georgia Tech,63,2262,694,0.307,11.015873015873016,35.904761904761905,0.3068081343943413,205,3.253968253968254,568.1,299,4.73,350,1705,732,76,0.97,11.619047619047619,1.2063492063492063,46,0.372,0.7301587301587301,6.809523809523809,429,1044,0.462,7.1,4.26,1.53,0.8340000000000001,0.592,0.35201856148491883,175.77937484859433,1.3041658580303261,1.0708818810818586,2.3750477391121847,0.15473032714412024,148.8975300283481,0.07927300850734725,0.2747924858016601,5.54479845097694,0.7188937163992186,0.6361352501102723,1.66,2.35,ACC
57,Alabama,58,1925,480,0.249,8.275862068965518,33.189655172413794,0.24935064935064935,205,3.5344827586206895,514.1,198,3.46,237,1543,618,68,0.969,10.655172413793103,1.1724137931034482,52,0.337,0.896551724137931,4.413793103448276,256,673,0.35,7.9,3.29,1.31,0.687,0.535,0.30041685342895563,-115.63032462058885,-0.8578999763369599,0.7802128628292191,-0.07768711350774082,0.10025974025974026,62.7162401792237,0.09188704616763783,0.23303987571206627,4.148998249367827,0.22222235117653544,0.698143176251342,2.4,2.32,SEC
58,Michigan,57,1917,573,0.299,10.052631578947368,33.63157894736842,0.29890453834115804,246,4.315789473684211,492.0,211,3.86,247,1476,554,67,0.968,9.719298245614034,1.1754385964912282,49,0.387,0.8596491228070176,6.350877192982456,362,798,0.416,9.0,5.05,1.46,0.8029999999999999,0.668,0.3431116905693177,108.82488648686204,0.8074081591337869,0.09054158567207962,0.8979497448058665,0.11737089201877934,134.02194445289243,0.10691003911342895,0.2800616649537513,4.5182926829268295,0.5983998146962379,0.7021748711683966,1.78,2.31,Big Ten
59,Mercer,61,2060,609,0.296,9.98360655737705,33.77049180327869,0.29563106796116506,366,6.0,540.1,325,5.41,358,1621,641,47,0.98,10.508196721311476,0.7704918032786885,70,0.414,1.1475409836065573,7.754098360655738,473,1012,0.491,7.4,3.95,1.52,0.905,0.625,0.3847494126859828,367.6836853391419,2.727967996171927,0.8311778665368426,3.5591458627087698,0.19563106796116506,203.56213476019622,0.14330462020360218,0.24688995215311005,5.965561932975374,0.5605256738896137,0.6031963561940378,1.87,2.29,Southern
60,Minnesota,58,2099,673,0.321,11.60344827586207,36.189655172413794,0.3206288708909004,192,3.310344827586207,513.1,222,3.89,262,1540,558,43,0.98,9.620689655172415,0.7413793103448276,28,0.381,0.4827586206896552,6.482758620689655,376,970,0.462,7.5,3.79,1.34,0.843,0.66,0.3556438127090301,182.72516031571533,1.3556989589485928,0.5100392752541147,1.8657382342027076,0.14149595045259647,154.95215182850617,0.0802675585284281,0.2931764705882353,4.595595400506723,0.48381311779352343,0.6665817944454803,1.98,2.28,Big Ten
61,Duke,57,1895,497,0.262,8.719298245614034,33.24561403508772,0.26226912928759893,198,3.473684210526316,510.1,214,3.77,257,1531,645,52,0.977,11.31578947368421,0.9122807017543859,48,0.344,0.8421052631578947,4.666666666666667,266,705,0.372,7.4,3.3,1.33,0.716,0.516,0.3066801437556154,-83.00219446397958,-0.6158209872731317,0.6201453892147948,0.004324401941663059,0.10976253298153034,73.17671638023786,0.0889487870619946,0.24517475221700574,4.534405018623799,0.32427506142040563,0.6693834612994428,2.25,2.27,ACC
62,Illinois,51,1727,434,0.251,8.509803921568627,33.86274509803921,0.25130283729009845,198,3.8823529411764706,455.1,182,3.6,220,1366,545,59,0.97,10.686274509803921,1.1568627450980393,41,0.34,0.803921568627451,4.431372549019608,226,600,0.347,7.5,3.06,1.32,0.687,0.512,0.2984520884520884,-114.75460065200959,-0.851402687893059,-0.13659900277366926,-0.9880016906667282,0.09612044006948466,59.43483756028011,0.0972972972972973,0.2336394948335247,4.350692155570204,0.2382375244445213,0.6828136452633002,2.44,2.22,Big Ten
63,Fresno St.,58,1962,570,0.291,9.827586206896552,33.827586206896555,0.290519877675841,194,3.3448275862068964,522.0,216,3.72,270,1566,559,72,0.967,9.637931034482758,1.2413793103448276,40,0.362,0.6896551724137931,5.706896551724138,331,813,0.414,8.3,3.21,1.36,0.776,0.592,0.3319053934571176,48.129089020986854,0.35708577717572615,1.0183843361032687,1.3754701132789948,0.12385321100917432,115.30603027201849,0.08576480990274093,0.26837865055387716,4.655172413793104,0.10391668724110513,0.6665848663661075,2.58,2.21,Mountain West
64,Washington,56,1871,520,0.278,9.285714285714286,33.410714285714285,0.27792624265098875,239,4.267857142857143,511.2,231,4.06,258,1535,637,55,0.975,11.375,0.9821428571428571,47,0.37,0.8392857142857143,5.089285714285714,285,743,0.397,6.4,3.24,1.29,0.767,0.545,0.333558476881233,55.404020444638256,0.4110609218160472,0.46053142306842376,0.8715923448844709,0.11918760021378942,118.06688581509405,0.10834088848594742,0.2556788166930798,4.54225352112676,0.5058311950728503,0.6560392550134785,1.99,2.19,Pac-12
65,Pepperdine,53,1810,473,0.261,8.924528301886792,34.15094339622642,0.2613259668508287,174,3.2830188679245285,477.0,191,3.6,223,1431,560,47,0.977,10.566037735849056,0.8867924528301887,63,0.343,1.1886792452830188,5.018867924528302,266,715,0.395,6.7,3.04,1.27,0.738,0.58,0.32000000000000006,-13.280048815953057,-0.0985291151118237,0.056543192605591645,-0.04198592250623206,0.13370165745856355,95.42253798174444,0.08337326305701964,0.23333333333333334,4.2075471698113205,0.394309226820372,0.6829113195110599,2.2,2.14,West Coast
66,Oral Roberts,59,2067,629,0.304,10.661016949152541,35.03389830508475,0.3043057571359458,230,3.8983050847457625,518.1,225,3.91,287,1555,542,75,0.965,9.186440677966102,1.271186440677966,38,0.38,0.6440677966101694,6.203389830508475,366,896,0.433,7.9,4.2,1.51,0.813,0.609,0.34663760896637613,133.65286420764207,0.9916152135465633,0.5396212414425264,1.5312364549890898,0.12917271407837447,139.91066803994315,0.09547530095475301,0.28107074569789675,4.985524030110017,0.5290027265955698,0.6768922932596212,1.89,2.13,The Summit League
67,Clemson,64,2185,597,0.273,9.328125,34.140625,0.2732265446224256,359,5.609375,575.0,283,4.43,344,1725,646,99,0.96,10.09375,1.546875,72,0.388,1.125,7.203125,461,948,0.434,7.3,3.38,1.42,0.8220000000000001,0.631,0.35124584103512013,179.0154318107615,1.3281752448445352,1.5499920257860074,2.8781672706305423,0.16064073226544623,147.60699047907144,0.13271719038817006,0.2355595667870036,5.384347826086957,0.3708440386012246,0.618905544907462,2.17,2.06,ACC
68,New Mexico,62,2190,692,0.316,11.161290322580646,35.32258064516129,0.31598173515981737,313,5.048387096774194,549.2,297,4.86,356,1649,738,72,0.971,11.903225806451612,1.1612903225806452,56,0.41,0.9032258064516129,7.532258064516129,467,1077,0.492,5.9,3.34,1.57,0.9019999999999999,0.622,0.37969696969696975,349.09703495205895,2.5900674326339206,0.8435879025478136,3.4336553351817343,0.17579908675799086,195.1239246681954,0.11856060606060606,0.28230526789734356,5.833940276766205,0.676569042929877,0.624453092622423,1.78,2.05,Mountain West
69,Col. of Charleston,58,1946,497,0.255,8.568965517241379,33.55172413793103,0.25539568345323743,291,5.017241379310345,517.1,251,4.37,302,1552,597,69,0.969,10.293103448275861,1.1896551724137931,53,0.364,0.9137931034482759,5.724137931034483,332,688,0.354,7.8,3.36,1.44,0.718,0.543,0.3140675105485232,-47.72358878402551,-0.3540772355597112,0.7761234276612643,0.4220461921015531,0.09815005138746145,85.5145405102244,0.12278481012658228,0.2356526155408837,5.256236704699284,0.2731473810478764,0.6374615127333839,2.31,2.03,Coastal Athletic
70,Kentucky,57,1894,511,0.27,8.964912280701755,33.228070175438596,0.2697993664202746,177,3.1052631578947367,498.2,220,3.97,259,1496,622,71,0.968,10.912280701754385,1.2456140350877194,52,0.345,0.9122807017543859,5.350877192982456,305,783,0.413,7.5,3.25,1.34,0.758,0.574,0.322930955647005,0.9655641650298401,0.007163842850474152,0.46148196870043695,0.4686458115509111,0.14361140443505807,100.31759955365054,0.08093278463648834,0.23943661971830985,4.678843837816139,0.30191230194811103,0.6603054182577811,2.32,2.01,SEC
71,Oregon,55,1777,413,0.232,7.509090909090909,32.30909090909091,0.23241418120427687,249,4.527272727272727,491.1,204,3.74,243,1474,613,55,0.974,11.145454545454545,1.0,54,0.341,0.9818181818181818,5.163636363636364,284,596,0.335,8.0,3.59,1.29,0.676,0.571,0.29665893271461713,-130.49298993911896,-0.9681710515666563,0.3643753526256199,-0.6037956989410365,0.10298255486775464,56.440043779654935,0.11554524361948956,0.215041782729805,4.4532681734880875,0.29067217473413404,0.6654054767026953,2.23,1.99,Pac-12
72,Boston College,57,1910,504,0.264,8.842105263157896,33.50877192982456,0.2638743455497382,240,4.2105263157894735,507.2,216,3.83,245,1523,564,60,0.972,9.894736842105264,1.0526315789473684,41,0.356,0.7192982456140351,4.947368421052632,282,673,0.352,7.6,3.95,1.35,0.708,0.564,0.30698287220026343,-83.3035021481052,-0.6180564895596615,0.4074387812533255,-0.21061770830633603,0.08848167539267016,73.68231064865802,0.10540184453227931,0.2516900676027041,4.347397476340694,0.49963073507600364,0.6917872185216,1.93,1.9,ACC
73,Notre Dame,54,1850,481,0.26,8.907407407407407,34.25925925925926,0.26,205,3.7962962962962963,483.1,227,4.23,265,1450,571,47,0.977,10.574074074074074,0.8703703703703703,31,0.341,0.5740740740740741,4.703703703703703,254,682,0.369,7.0,4.19,1.42,0.71,0.481,0.30558236658932714,-85.84718374902683,-0.6369289124504546,-0.14722489555258764,-0.7841538080030422,0.10864864864864865,71.34329156307801,0.0951276102088167,0.2427652733118971,4.936866073276754,0.7160366447994727,0.6584118120573202,1.67,1.89,ACC
74,Arizona St.,59,2022,530,0.262,8.983050847457626,34.271186440677965,0.26211671612265086,205,3.4745762711864407,541.0,252,4.19,301,1623,585,64,0.972,9.915254237288135,1.0847457627118644,33,0.336,0.559322033898305,5.0508474576271185,298,784,0.388,7.3,4.16,1.47,0.724,0.495,0.31024495058014606,-67.50924032116035,-0.5008735888624934,0.7820306963887185,0.281157107526225,0.12561819980217606,79.13038849256068,0.08809626128061883,0.24193548387096775,5.007393715341959,0.6212131472258128,0.6619683636421612,1.75,1.86,Pac-12
75,Gonzaga,57,2055,590,0.287,10.350877192982455,36.05263157894737,0.2871046228710462,240,4.2105263157894735,513.0,246,4.32,271,1539,558,54,0.975,9.789473684210526,0.9473684210526315,64,0.375,1.1228070175438596,6.245614035087719,356,857,0.417,8.8,3.84,1.45,0.792,0.622,0.34128512396694216,104.19046591473894,0.7730238459165948,0.7872793986927263,1.560303244609321,0.12992700729927006,130.97135035981836,0.09917355371900827,0.26778846153846153,4.754385964912281,0.19768559226227883,0.6787479133812846,2.29,1.86,West Coast
76,Stony Brook,54,1741,463,0.266,8.574074074074074,32.24074074074074,0.2659391154508903,227,4.203703703703703,450.1,218,4.36,247,1351,522,38,0.98,9.666666666666666,0.7037037037037037,20,0.353,0.37037037037037035,4.962962962962963,268,616,0.354,7.3,3.74,1.43,0.707,0.537,0.30915974596971174,-64.54348341483382,-0.47886964839006757,-0.49910248716589967,-0.9779721355559672,0.08788052843193567,77.31796141212341,0.11089399120664387,0.25424688561721404,4.93890246611864,0.5730222241782388,0.6628113589354561,1.94,1.78,America East
77,Sam Houston,64,2165,630,0.291,9.84375,33.828125,0.2909930715935335,163,2.546875,569.0,246,3.89,283,1707,718,76,0.97,11.21875,1.1875,68,0.357,1.0625,5.953125,381,872,0.403,6.9,3.27,1.3,0.76,0.633,0.32153167602245386,-7.001083354402317,-0.051943374402713585,1.3967679431593834,1.3448245687566698,0.1117782909930716,97.98062801827744,0.06535685645549319,0.27530920751259735,4.476274165202109,0.42923606712777534,0.6671309826061209,2.12,1.76,Southland
78,West Virginia,58,1959,563,0.287,9.706896551724139,33.775862068965516,0.2873915262889229,240,4.137931034482759,517.2,234,4.07,278,1553,568,75,0.966,9.793103448275861,1.293103448275862,37,0.37,0.6379310344827587,5.879310344827586,341,847,0.432,9.0,3.62,1.33,0.802,0.592,0.3380454350621518,82.89710665308408,0.6150413057252698,0.9656830543433977,1.5807243600686676,0.14497192445125065,125.56066573244263,0.10287183883411916,0.2615461847389558,4.837587006960556,0.08167925510413163,0.6421058719079156,2.49,1.75,Big 12
79,VCU,57,1965,533,0.271,9.350877192982455,34.473684210526315,0.2712468193384224,214,3.754385964912281,516.2,224,3.9,282,1550,580,62,0.972,10.175438596491228,1.087719298245614,85,0.364,1.4912280701754386,5.298245614035087,302,704,0.358,6.7,3.34,1.4,0.722,0.531,0.31384876805437556,-48.596880608839236,-0.3605564791171539,0.5432814208209638,0.18272494170380987,0.08702290076335878,85.14921325652159,0.09090909090909091,0.2549019607843137,4.91669895389384,0.4967313228023032,0.6544301666650302,1.99,1.74,Atlantic 10
80,BYU,54,1953,634,0.325,11.74074074074074,36.166666666666664,0.32462877624167946,237,4.388888888888889,482.1,219,4.09,266,1447,587,70,0.967,10.87037037037037,1.2962962962962963,47,0.404,0.8703703703703703,8.055555555555555,435,937,0.48,7.0,4.01,1.43,0.884,0.711,0.37252913249892106,267.82744818204355,1.9871012401953627,-0.10598572682350457,1.8811155133718582,0.15514592933947774,183.1527423482919,0.10228744065602072,0.29346733668341707,4.965774735532047,0.6552941362842258,0.6589785223742912,1.75,1.74,West Coast
81,Morehead St.,59,2166,675,0.312,11.440677966101696,36.71186440677966,0.31163434903047094,229,3.8813559322033897,519.2,273,4.73,320,1559,585,67,0.97,9.915254237288135,1.1355932203389831,63,0.39,1.0677966101694916,7.406779661016949,437,996,0.46,9.6,4.24,1.51,0.8500000000000001,0.639,0.3621286735504369,230.26066317632092,1.7083807222584384,0.9082092587326845,2.616589980991123,0.1481994459833795,165.78267843042406,0.090945194598888,0.28401826484018267,5.546995377503852,0.1715645467048627,0.6314457798011335,2.26,1.72,Ohio Valley
82,Oklahoma,58,1911,513,0.268,8.844827586206897,32.94827586206897,0.2684458398744113,269,4.637931034482759,501.2,247,4.43,287,1505,626,51,0.977,10.793103448275861,0.8793103448275862,37,0.365,0.6379310344827587,5.896551724137931,342,794,0.415,7.8,4.57,1.51,0.78,0.58,0.33217050891692046,50.331408255493,0.37342551872162894,0.11971514578176543,0.49314066450339433,0.14704343275771847,115.74880616346717,0.11700739451935624,0.24057821373257615,5.153631284916201,0.7087879304466418,0.663290006325036,1.69,1.69,Big 12
83,Auburn,56,1975,581,0.294,10.375,35.267857142857146,0.29417721518987344,241,4.303571428571429,496.1,252,4.57,304,1489,581,85,0.961,10.375,1.5178571428571428,62,0.385,1.1071428571428572,6.178571428571429,346,822,0.416,7.2,3.55,1.45,0.8009999999999999,0.559,0.34238983050847455,107.6600868333727,0.7987661216886385,0.2724303895245925,1.071196511213231,0.1220253164556962,132.81634809808654,0.10211864406779661,0.2725450901803607,5.51501713364241,0.4688185989140112,0.6189072054694135,2.03,1.66,SEC
84,UCLA,56,1860,465,0.25,8.303571428571429,33.214285714285715,0.25,238,4.25,497.2,261,4.72,312,1493,559,58,0.973,9.982142857142858,1.0357142857142858,66,0.352,1.1785714285714286,4.821428571428571,270,626,0.337,7.5,3.56,1.41,0.6890000000000001,0.434,0.30279589102277804,-103.67817175535528,-0.7692229645417868,0.3447965166717443,-0.4244264478700425,0.08655913978494624,66.68952974965448,0.1062974542206342,0.2398936170212766,5.647626709573612,0.40945476050128915,0.5968620192286028,2.1,1.65,Pac-12
85,Samford,61,2155,638,0.296,10.459016393442623,35.32786885245902,0.2960556844547564,276,4.524590163934426,541.1,299,4.97,339,1624,645,76,0.968,10.573770491803279,1.2459016393442623,64,0.389,1.0491803278688525,7.016393442622951,428,1026,0.476,7.1,4.54,1.53,0.865,0.605,0.3669004702194357,261.6423074315849,1.9412116163369997,0.5848620046318355,2.5260736209688353,0.180046403712297,173.75217415692364,0.10815047021943573,0.25528978840846367,5.638514137867308,0.8145258112507492,0.6301836739395109,1.57,1.6,Southern
86,UC Irvine,56,1902,536,0.282,9.571428571428571,33.964285714285715,0.28180862250262884,182,3.25,495.1,235,4.27,283,1486,563,68,0.968,10.053571428571429,1.2142857142857142,79,0.364,1.4107142857142858,5.142857142857143,288,716,0.376,7.1,3.67,1.42,0.74,0.508,0.32117620751341686,-8.122164520622396,-0.060261049797363214,0.19973806204482572,0.1394770122474625,0.0946372239747634,97.38695126292025,0.08139534883720931,0.27050882658359293,5.144415269642496,0.5303593353287032,0.639370335833155,1.94,1.59,Big West
87,Arkansas,55,1870,515,0.275,9.363636363636363,34.0,0.27540106951871657,222,4.036363636363636,484.0,270,5.02,317,1452,620,62,0.971,11.272727272727273,1.1272727272727272,39,0.36,0.7090909090909091,5.890909090909091,324,778,0.416,8.4,4.43,1.53,0.776,0.51,0.331873290793072,46.51871444946101,0.3451378706785435,0.06662852858623734,0.41176639926478087,0.14064171122994654,115.25241481820356,0.10118505013673655,0.24604012671594508,5.894628099173554,0.4974155062230028,0.6109731044029777,1.9,1.57,SEC
88,LMU (CA),53,1776,472,0.266,8.90566037735849,33.509433962264154,0.26576576576576577,174,3.2830188679245285,468.0,199,3.83,227,1404,561,55,0.973,10.584905660377359,1.0377358490566038,64,0.35,1.2075471698113207,5.018867924528302,266,669,0.377,6.1,2.9,1.31,0.727,0.572,0.31162601626016256,-53.95802726580679,-0.4003326157425846,-0.17234350219927075,-0.5726761179418554,0.11092342342342343,81.43694046834216,0.08321377331420372,0.24748603351955306,4.365384615384615,0.5001826948575159,0.680345486713161,2.1,1.57,West Coast
89,UCF,59,1955,499,0.255,8.457627118644067,33.13559322033898,0.25524296675191815,219,3.711864406779661,519.1,244,4.23,283,1558,620,66,0.971,10.508474576271187,1.11864406779661,61,0.345,1.0338983050847457,4.728813559322034,279,708,0.362,7.1,4.11,1.43,0.707,0.493,0.3052583979328165,-94.24633451611874,-0.6992450156697628,0.40913573401651243,-0.2901092816532504,0.10690537084398977,70.80222349109687,0.09431524547803617,0.23341772151898735,4.9065690618377955,0.6763173042750235,0.6640374666756989,1.73,1.52,American Athletic
90,Navy,60,1960,585,0.298,9.75,32.666666666666664,0.29846938775510207,249,4.15,506.1,180,3.2,223,1519,605,71,0.968,10.083333333333334,1.1833333333333333,59,0.39,0.9833333333333333,6.25,375,804,0.41,7.8,2.95,1.23,0.8,0.721,0.3456965280754393,124.33900163452628,0.922512558103019,0.7044093115213833,1.6269218696244023,0.11173469387755101,138.33894555073138,0.10672953279039862,0.2859304084720121,3.965619442797866,0.17369712420168457,0.6993439813063184,2.65,1.51,Patriot League
91,Seton Hall,58,1931,527,0.273,9.086206896551724,33.293103448275865,0.2729155877783532,270,4.655172413793103,519.1,185,3.21,221,1558,584,74,0.967,10.068965517241379,1.2758620689655173,52,0.372,0.896551724137931,5.258620689655173,305,676,0.35,8.1,2.76,1.16,0.722,0.643,0.30043425324675327,-127.60692589492368,-0.9467583790402555,1.0734167442325921,0.12665836519233664,0.07716209218021751,62.74530004560087,0.10957792207792208,0.26339969372128635,3.83163167019842,0.0023974392985106493,0.6877387392260537,2.92,1.48,Big East
92,Northwestern St.,57,1898,496,0.261,8.701754385964913,33.29824561403509,0.2613277133825079,195,3.4210526315789473,505.0,169,3.01,231,1515,657,83,0.963,11.526315789473685,1.456140350877193,64,0.346,1.1228070175438596,4.7368421052631575,270,701,0.369,5.3,3.05,1.26,0.715,0.571,0.3046866725507502,-94.98118111409056,-0.7046970878755611,0.15257274729046794,-0.5521243405850931,0.10800842992623814,69.84737077938973,0.08605472197705208,0.2448024948024948,4.116831683168317,0.7315103145159385,0.68833351425151,1.73,1.48,Southland
93,Tennessee,57,1931,555,0.287,9.736842105263158,33.87719298245614,0.2874158467115484,217,3.807017543859649,500.1,226,4.07,274,1501,641,71,0.968,11.24561403508772,1.2456140350877194,62,0.372,1.087719298245614,6.087719298245614,347,765,0.396,6.7,3.99,1.49,0.768,0.606,0.32424657534246576,8.166522274571829,0.060590154780757736,0.08120908316173356,0.1417992379424913,0.10875194199896426,102.51484857073257,0.09289383561643835,0.27217125382262997,4.931013797240552,0.7326788818847211,0.6758261580019703,1.68,1.48,SEC
94,Troy,58,1978,527,0.266,9.086206896551724,34.10344827586207,0.26643073811931245,223,3.8448275862068964,522.2,220,3.79,271,1569,682,68,0.971,11.758620689655173,1.1724137931034482,61,0.354,1.0517241379310345,5.206896551724138,302,728,0.368,6.6,2.82,1.35,0.722,0.549,0.31456456456456455,-44.24829508535905,-0.3282928715390028,0.7822735099397568,0.453980638400754,0.10161779575328615,86.34468272529745,0.09566709566709566,0.24800399201596807,4.670624281884335,0.3451637509380637,0.6630440887401351,2.34,1.42,Sun Belt
95,Evansville,56,1922,520,0.271,9.285714285714286,34.32142857142857,0.27055150884495316,234,4.178571428571429,489.1,239,4.4,288,1468,651,57,0.974,11.625,1.0178571428571428,60,0.365,1.0714285714285714,5.660714285714286,317,796,0.414,6.7,3.72,1.44,0.7789999999999999,0.544,0.3360026501766785,69.70793810922281,0.5171864616883788,0.010435672285400403,0.5276221339737792,0.14360041623309053,122.14896013301843,0.10335689045936396,0.24187725631768953,5.299529748517685,0.639094064447436,0.6350715200188914,1.81,1.38,Missouri Valley
96,Texas St.,59,2054,580,0.282,9.830508474576272,34.813559322033896,0.28237585199610515,200,3.389830508474576,531.2,235,3.98,283,1595,677,62,0.973,11.474576271186441,1.0508474576271187,38,0.354,0.6440677966101694,5.52542372881356,326,852,0.415,7.6,3.47,1.3,0.7689999999999999,0.564,0.32891443167305234,33.668656533946105,0.2497990015901667,0.9336264000041073,1.183425401594274,0.13242453748782862,110.31075096536004,0.08514261387824607,0.2577220077220077,4.794804216867469,0.3295864319449637,0.6374002174522064,2.2,1.37,Sun Belt
97,Ga. Southern,60,1993,512,0.257,8.533333333333333,33.21666666666667,0.2568991470145509,209,3.4833333333333334,541.1,236,3.92,283,1624,549,68,0.97,9.15,1.1333333333333333,93,0.352,1.55,5.583333333333333,335,693,0.348,7.8,3.77,1.22,0.7,0.577,0.3044654088050314,-101.19434054264985,-0.7507945916595268,1.0098868728093344,0.25909228114980765,0.09081786251881585,69.47783272103294,0.08763102725366877,0.23956262425447317,4.707078174089816,0.40086511653755785,0.6192716240875555,2.06,1.37,Sun Belt
98,Texas,57,1873,502,0.268,8.807017543859649,32.85964912280702,0.26801922050186866,215,3.7719298245614037,505.1,229,4.08,273,1516,616,80,0.964,10.807017543859649,1.4035087719298245,36,0.351,0.631578947368421,5.228070175438597,298,735,0.392,7.6,3.49,1.39,0.743,0.54,0.31905522592423546,-18.747690941270275,-0.139095377165657,0.5168273348261686,0.3777319576605116,0.12439935931660438,93.84464741313955,0.09812870835235052,0.24696569920844327,4.864383290437536,0.3532225476748149,0.6570875346122202,2.18,1.3,Big 12
99,Saint Mary's (CA),58,1967,529,0.269,9.120689655172415,33.91379310344828,0.26893746822572445,247,4.258620689655173,521.0,207,3.58,251,1563,626,73,0.968,10.793103448275861,1.2586206896551724,60,0.364,1.0344827586206897,5.293103448275862,307,767,0.39,7.5,3.13,1.31,0.754,0.591,0.32698759092854085,23.042094447111907,0.17095699026872613,0.856445669926571,1.027402660195297,0.12099644128113879,107.09268654555916,0.10569105691056911,0.24698189134808854,4.335892514395393,0.25190884978859285,0.6807971723255755,2.39,1.29,West Coast
100,McNeese,56,1878,514,0.274,9.178571428571429,33.535714285714285,0.2736954206602769,210,3.75,498.0,222,4.01,270,1494,602,60,0.972,10.75,1.0714285714285714,58,0.359,1.0357142857142858,5.178571428571429,290,724,0.386,7.8,3.31,1.36,0.745,0.533,0.31930648769574943,-17.82040191396861,-0.13221551033842183,0.501691008703226,0.3694754983648042,0.11182108626198083,94.264285916876,0.09395973154362416,0.25419287211740044,4.879518072289156,0.25618656008281343,0.6451425757678981,2.35,1.28,Southland
101,St. John's (NY),55,1897,539,0.284,9.8,34.49090909090909,0.28413284132841327,215,3.909090909090909,481.1,254,4.75,300,1444,517,57,0.972,9.4,1.0363636363636364,53,0.367,0.9636363636363636,6.218181818181818,342,723,0.381,6.7,3.87,1.45,0.748,0.56,0.32176783340717774,-5.098314515050381,-0.03782609722986997,-0.16316780380655896,-0.20099390103642895,0.09699525566684239,98.37504031177802,0.09525919361984936,0.2691908713692946,5.6121388484722505,0.7020351382497055,0.6119842100040613,1.72,1.26,Big East
102,Alabama St.,55,1858,569,0.306,10.345454545454546,33.78181818181818,0.306243272335845,231,4.2,463.2,199,3.86,263,1391,466,72,0.963,8.472727272727273,1.309090909090909,110,0.408,2.0,8.581818181818182,472,898,0.483,9.3,3.63,1.4,0.891,0.745,0.370337224383917,255.59445819340473,1.8963406040368191,0.14017477258023928,2.0365153766170585,0.17707212055974167,179.4919823521897,0.09987029831387809,0.2671957671957672,5.110103626943005,0.0642251835318075,0.6393482538831985,2.57,1.22,SWAC
103,South Fla.,57,1902,471,0.248,8.263157894736842,33.36842105263158,0.2476340694006309,194,3.4035087719298245,508.1,250,4.43,300,1525,562,68,0.968,9.859649122807017,1.1929824561403508,56,0.333,0.9824561403508771,4.140350877192983,236,676,0.355,9.2,4.62,1.48,0.688,0.392,0.2965934558493949,-135.43421056970402,-1.0048316168289615,0.5317264823596869,-0.4731051344692746,0.10778128286014721,56.33068924639007,0.08695652173913043,0.22715404699738903,5.313914583743357,0.38459497900127737,0.6431280067175039,1.98,1.21,American Athletic
104,Jacksonville,55,1880,524,0.279,9.527272727272727,34.18181818181818,0.27872340425531916,206,3.7454545454545456,489.0,206,3.79,241,1467,542,59,0.971,9.854545454545455,1.0727272727272728,51,0.362,0.9272727272727272,5.381818181818182,296,766,0.407,6.8,3.64,1.39,0.7689999999999999,0.593,0.32556701030927837,14.638847783262559,0.1086104982241438,0.050318511955575844,0.15892901017971964,0.12872340425531914,104.720139691685,0.0923352756611385,0.25487098472880465,4.435582822085889,0.5945789468546694,0.691880858254507,1.85,1.18,ASUN
105,Northeastern,58,1967,501,0.255,8.637931034482758,33.91379310344828,0.2547025927808846,241,4.155172413793103,519.0,214,3.71,247,1557,596,48,0.978,10.275862068965518,0.8275862068965517,60,0.351,1.0344827586206897,4.9655172413793105,288,700,0.356,8.0,3.97,1.32,0.707,0.57,0.3072475500639114,-84.42221352787864,-0.6263565827176171,0.6540952668626159,0.027738684144998804,0.10116929334011185,74.12435569993724,0.10268427780144866,0.2395360564800807,4.283236994219653,0.42629000142554313,0.6890799626234031,2.01,1.17,Coastal Athletic
