,team,conference,avg_talent,season,sp_conf_rating,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Defense_ppa,Defense_havoc_total,Offense_successRate,Defense_successRate,Offense_powerSuccess,Defense_powerSuccess,Offense_stuffRate,Defense_stuffRate,Offense_pointsPerOpportunity,Defense_pointsPerOpportunity,Offense_fieldPosition_averagePredictedPoints,Defense_fieldPosition_averagePredictedPoints,Offense_fieldPosition_averageStart,Defense_fieldPosition_averageStart,offense_drive_quality,defense_drive_quality,avg_opp_offense_drive_quality_pct,avg_opp_defense_drive_quality_pct,adj_offense_drive_quality,adj_defense_drive_quality,elo_x,avg_opp_offense_ppa,avg_opp_defense_ppa,avg_opp_offense_ppo,avg_opp_defense_ppo,adj_offense_ppa,adj_defense_ppa,adj_offense_ppo,adj_defense_ppo,unweighted_power,power_rating,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,defensive_total,offensive_rank,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving,elo_y
106,Buffalo,Mid-American,414.88000000000005,2025,-14.476923076923077,40.0,34.0,3.0,2.0,5.0,4.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,54.0,6.0,2.0,1.0,0.0,0.0,18.0,33.0,1.0,2.0,240.0,405.0,42.0,66.0,23.0,37.0,1.0,2.0,2.0,2.0,7.0,8.0,74.0,40.0,3531.0,3669.0,0.0,0.0,74.0,18.0,8.0,1.0,87.0,64.0,5.0,1.0,414.0,164.0,5.0,2.0,10.0,10.0,12.0,13.0,28.0,31.0,654.0,569.0,3.0,2.0,0.0,0.4286,0.6,58.85,#041A9B,#ebebeb,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2084.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2084.png']",-8.66,103,105,58,65.087,40.159,45.811,2,1,1,0,0,0,1.0205326964455068,1.1740231936092944,0.19293494166683783,0.07320458466021794,0.123,0.45901639344262296,0.3619631901840491,0.8571428571428571,0.7272727272727273,0.08264462809917356,0.18055555555555555,4.230769230769231,2.090909090909091,1.61,-1.515,67.7,68.0,28.6,9.1,81.8,-52.2,80.8,-72.7,1402,0.2892379313539892,-0.20919089376505554,3.588235294117647,3.3333333333333335,0.4021258354318934,-0.21603334669377122,0.8974358974358974,-1.4973262032085564,-10.2,-9.2,1.0,46.69230769230769,46.112531258682964,45.15881458966565,50.72197309417041,-2.659574468085111,67.04409238404276,54.86937771265861,28.34904570611087,325.1883288678397,72.71084337349397,81.14285714285714,41.658691828592396,63.56268899679436,63.357070269863364,60.083189967821504,0.22756044246001972,97.0,27.549999999999997,74.0,45.711,66.0,61.15,34.0,21.0,0.10326815075073545,-1.233920816654318,63,48,125.0,55.0,56.0,124.0,55.0,68.0,30.0,11.651,132,-0.11,-0.81,-0.99,85,-0.939,81,1402
107,Wyoming,Mountain West,427.76,2025,-7.983333333333333,44.0,26.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,16.0,0.0,1.0,3.0,0.0,0.0,0.0,96.0,0.0,4.0,450.0,250.0,62.0,67.0,39.0,32.0,3.0,1.0,3.0,0.0,20.0,14.0,155.0,114.0,3755.0,3445.0,0.0,0.0,68.0,9.0,7.0,1.0,76.0,57.0,2.0,1.0,355.0,148.0,5.0,4.0,5.0,15.0,13.0,8.0,30.0,31.0,805.0,398.0,2.0,3.0,1.0,0.4333,0.3333,62.58,#492f24,#ffc425,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2751.png']",-7.727,98,42,120,75.499,32.244,51.735,2,2,0,0,0,0,1.072957604284185,0.9142527601888559,0.15680945553209533,-0.1874694606433702,0.09,0.4601226993865031,0.3161290322580645,0.5,0.5454545454545454,0.21686746987951808,0.16417910447761194,3.1,0.7777777777777778,1.073,-1.289,75.3,71.2,18.2,-17.4,-3.8,-44.0,62.2,-13.6,1386,-0.2086066848050492,0.18733242141403766,-0.25,2.5625,-0.030522965881942338,0.021137224161679014,0.5375000000000001,1.0277777777777777,-8.0,-9.3,2.8663063837627045,54.30769230769231,51.242706307307586,45.86595744680852,16.982062780269104,0.7446808510638334,50.37717121588089,55.11871631198337,33.13236684181156,339.8155197287896,93.59437751004016,53.86734693877551,38.000752250033116,97.1972971433407,73.72669701167624,84.55449338749018,0.45612984399213774,126.0,,,42.288999999999994,91.0,57.42,15.0,118.0,-1.350386612447425,-5.014117561036123,95,2,119.0,54.0,24.0,111.0,8.0,45.0,121.0,11.478,114,0.0,0.0,0.0,44,0.0,36,1386
108,Rice,American Athletic,511.7466666666666,2025,-3.842857142857143,34.0,30.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,37.0,1.0,1.0,0.0,0.0,79.0,28.0,4.0,1.0,96.0,276.0,22.0,50.0,18.0,25.0,1.0,1.0,0.0,1.0,9.0,8.0,100.0,67.0,4150.0,3050.0,0.0,0.0,14.0,25.0,2.0,4.0,108.0,68.0,3.0,4.0,383.0,358.0,6.0,5.0,11.0,15.0,9.0,16.0,27.0,31.0,479.0,634.0,2.0,2.0,0.0,0.3333,0.0,69.17,#d1d5d8,#003d7d,"['http://a.espncdn.com/i/teamlogos/ncaa/500/242.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/242.png']",-12.13,115,71,76,60.157,17.745,53.739,2,1,1,0,0,0,0.7207888239470461,1.633293869602712,-0.039326374828831945,0.11229821245076006,0.143,0.38028169014084506,0.29285714285714287,0.75,0.5454545454545454,0.14678899082568808,0.14473684210526316,3.4285714285714284,3.375,1.424,-1.03,69.8,76.1,-15.0,16.7,28.6,-18.2,3.2,-11.9,1271,0.10475831156177556,-0.089210730522944,3.8576923076923073,3.0,0.04988435569411205,0.007539900888984499,0.4285714285714284,-0.4826923076923073,-14.3,-9.4,4.0563102878022885,46.69230769230769,60.30647402056127,30.820364741641338,41.399103139013484,5.957446808510625,55.220134704005666,37.12419542550412,1.0,435.1951007154604,52.28915662650602,72.38775510204081,18.14072838835176,58.51846278612404,78.99178352322524,16.818250551867962,0.22978199854639925,99.0,33.05,56.0,37.918,118.0,50.83,26.200000000000003,58.0,-3.3620263104874595,0.35716383452812983,124,79,102.0,107.0,13.0,136.0,130.0,68.0,68.0,11.285,92,-0.13,-0.95,-1.0,105,-0.993,104,1271
109,Georgia State,Sun Belt,558.84,2025,-9.057142857142857,29.0,54.0,3.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,25.0,32.0,2.0,2.0,0.0,0.0,114.0,0.0,6.0,0.0,409.0,596.0,66.0,57.0,41.0,40.0,2.0,2.0,2.0,4.0,17.0,15.0,110.0,116.0,3691.0,3509.0,0.0,0.0,0.0,121.0,0.0,7.0,62.0,84.0,1.0,8.0,240.0,500.0,3.0,4.0,14.0,15.0,8.0,13.0,30.0,23.0,649.0,1096.0,2.0,2.0,0.0,0.2667,0.4286,61.52,#1e539a,#ebebeb,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2247.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2247.png']",-13.202,121,117,4,28.318,41.887,7.705,2,0,2,0,0,0,1.4982699684263134,1.2874651421276204,0.07076108531760138,0.4153157860519021,0.16,0.34057971014492755,0.5555555555555556,0.5555555555555556,0.8571428571428571,0.26865671641791045,0.1375,1.1666666666666667,4.882352941176471,1.065,-1.372,73.6,70.8,4.5,59.1,50.0,6.2,-1.7,9.1,1213,0.3799013772322361,0.03724945108059694,4.857142857142858,2.2125,0.033511634237004435,0.03541440881966601,-1.0458333333333332,0.025210084033613356,-15.5,-9.9,2.5576854747794657,46.69230769230769,49.78480133370381,20.8,24.529147982062824,0.31914893617020823,21.88089330024814,28.176185937385434,71.93845548456396,488.6767136770293,28.316796598157325,69.0204081632653,29.287797138394932,19.420295810114055,19.55828220858895,49.396552900787334,0.22509769121656975,95.0,,,41.998999999999995,95.0,58.48,21.2,93.0,-3.8414980560303427,5.203956250246212,128,132,83.0,127.0,133.0,11.0,85.0,68.0,84.0,11.17,84,-0.23,-1.2,-1.93,122,-1.59,121,1213
110,Marshall,Sun Belt,552.15,2025,-9.057142857142857,19.0,45.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,34.0,5.0,1.0,1.0,0.0,0.0,75.0,63.0,4.0,3.0,212.0,637.0,45.0,64.0,24.0,41.0,1.0,1.0,0.0,6.0,11.0,10.0,82.0,108.0,3057.0,4143.0,0.0,0.0,65.0,41.0,4.0,6.0,64.0,82.0,3.0,3.0,269.0,325.0,6.0,1.0,15.0,8.0,6.0,13.0,30.0,32.0,481.0,962.0,1.0,1.0,0.0,0.2,0.3333,50.95,#00ae42,#be854c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/276.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/276.png']",-10.276,109,117,9,28.875,9.635,72.397,2,0,2,0,0,0,1.247130947688645,1.4816446361327382,0.060658040553236814,0.32666863144803093,0.157,0.2830188679245283,0.44654088050314467,0.3333333333333333,0.7,0.2857142857142857,0.25,3.4,5.0,0.923,-1.446,75.9,68.8,-34.8,40.9,23.9,-2.2,-32.6,17.0,1508,0.2391226755399494,0.1962950480974945,3.5625,4.125,-0.1356370075442577,0.08754595590808154,-0.7250000000000001,1.4375,-14.7,-11.0,2.5576854747794657,46.69230769230769,35.247013059183104,10.7645896656535,14.318385650224215,-1.808510638297875,54.79900744416873,15.203156320595625,49.02418371149312,481.0792053804644,26.44578313253011,78.44897959183673,28.264798384283115,30.85838242489403,44.222016437087625,31.104150439472022,0.1704501027749678,59.0,27.89999999999999,73.0,34.141,128.0,69.05,22.6,82.0,-3.4616602259080818,4.003194230902729,125,127,85.0,135.0,109.0,68.0,116.0,68.0,42.0,11.062,76,-1.0,-1.02,-1.36,117,-1.056,117,1508
111,Southern Miss,Sun Belt,531.0833333333334,2025,-9.057142857142857,43.0,42.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,43.0,0.0,1.0,3.0,0.0,0.0,86.0,115.0,3.0,3.0,423.0,408.0,71.0,65.0,48.0,41.0,3.0,1.0,5.0,1.0,12.0,26.0,103.0,206.0,3504.0,3696.0,1.0,0.0,71.0,13.0,4.0,4.0,71.0,84.0,1.0,5.0,241.0,379.0,4.0,3.0,11.0,9.0,14.0,16.0,30.0,33.0,664.0,787.0,1.0,3.0,2.0,0.4667,0.3333,58.4,#FFAA3C,#ffc423,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2572.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2572.png']",-11.035,111,94,88,38.383,24.713,59.052,2,1,1,0,0,0,1.2994512457366818,1.2359851167693368,0.09425779518276342,0.1813572083016511,0.192,0.37681159420289856,0.4041095890410959,0.75,0.6666666666666666,0.19402985074626866,0.16455696202531644,3.4285714285714284,4.7,1.691,-1.27,65.6,72.1,39.1,20.8,16.7,8.3,30.8,4.1,1089,0.2379879075036697,0.04825977548866801,3.75,3.7777777777777777,0.045998019694095414,-0.056630699202018575,-0.3492063492063493,0.9500000000000002,-10.0,-11.3,2.5576854747794657,61.92307692307692,45.493609335926635,50.891185410334344,60.04484304932739,1.702127659574458,55.220134704005666,36.342107192609426,53.79796010513884,457.15481453129155,31.216867469879517,71.37755102040816,31.666991280201685,49.60782397767065,53.82177073703672,54.24615531322138,0.22530660670303365,96.0,52.91666666666667,17.0,40.532999999999994,105.0,61.6,17.0,111.0,-0.7569446608782375,2.029755068224396,84,111,96.0,110.0,85.0,53.0,70.0,26.0,75.0,11.479,115,-0.25,-0.92,-1.0,96,-0.993,105,1089
112,UTEP,Conference USA,462.49666666666667,2025,-13.533333333333333,33.0,37.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,113.0,129.0,6.0,7.0,459.0,528.0,65.0,64.0,38.0,43.0,0.0,1.0,5.0,2.0,11.0,17.0,103.0,108.0,3035.0,4165.0,0.0,0.0,47.0,53.0,7.0,10.0,60.0,71.0,3.0,3.0,297.0,205.0,10.0,5.0,23.0,13.0,8.0,6.0,25.0,29.0,756.0,733.0,2.0,1.0,-1.0,0.32,1.0,50.58,#ff8200,#041e42,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2638.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2638.png']",-13.175,120,100,104,42.043,28.029,31.939,2,1,1,0,0,0,1.4290932910353056,1.3681878649918133,0.2013917741559681,0.07606468485685085,0.223,0.3875968992248062,0.381294964028777,0.875,0.125,0.21052631578947367,0.296875,5.428571428571429,3.3333333333333335,1.294,-1.186,71.6,73.0,0.0,3.7,-3.7,-59.3,59.3,7.4,1227,0.03908947993386025,0.1628792477243054,4.857142857142857,5.0,0.0385125264316627,0.0369752049229906,0.4285714285714288,-1.5238095238095233,-8.7,-11.4,1.2711947677096447,39.07692307692308,34.73812170047235,28.819300911854103,33.40807174887897,2.659574468085097,84.69904289259128,38.7728930546296,65.62667971415759,379.2642660957565,52.95180722891566,71.37755102040816,42.51500092173109,63.19365206693211,58.9834046872931,41.79218385054087,0.27157844597464553,109.0,26.947619047619057,77.0,48.489999999999995,46.0,69.42,39.8,7.0,0.13577308732821103,-0.43052959228702326,61,66,117.0,100.0,71.0,19.0,101.0,88.0,75.0,11.313,94,-0.93,-1.0,-1.0,116,-0.999,114,1227
113,Bowling Green,Mid-American,469.81333333333333,2025,-14.476923076923077,38.0,29.0,1.0,2.0,3.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,194.0,90.0,4.0,4.0,383.0,451.0,55.0,53.0,41.0,33.0,0.0,0.0,1.0,4.0,8.0,9.0,65.0,87.0,4171.0,3029.0,0.0,0.0,9.0,3.0,2.0,1.0,77.0,59.0,2.0,1.0,255.0,165.0,3.0,6.0,14.0,13.0,11.0,6.0,29.0,21.0,638.0,616.0,0.0,1.0,1.0,0.3793,0.3333,69.52,#2b1000,#492000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/189.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/189.png']",-7.622,97,97,72,42.858,20.897,61.114,2,1,1,0,0,0,0.9968463515997866,1.408501789471275,0.06002184110478133,0.15704241763048285,0.164,0.4122137404580153,0.33636363636363636,0.5833333333333334,0.8,0.17142857142857143,0.2545454545454545,3.2727272727272725,3.7777777777777777,1.76,-0.97,66.2,76.7,47.6,4.5,23.8,40.0,7.6,-19.3,1434,0.30078952909577333,0.14352785050815314,4.4,3.6363636363636362,-0.08350600940337181,-0.14374711146529048,-0.36363636363636376,-0.6222222222222227,-12.5,-11.9,1.0,54.30769230769231,60.78785773826061,37.741337386018245,57.381165919282516,6.59574468085107,52.92307692307691,44.32102261756112,26.18787082571484,387.5734493099866,45.88353413654618,84.1734693877551,28.200379067303327,52.745146128165494,69.14877300613497,37.99446805592691,0.16771014659472225,58.0,63.5,9.0,45.218999999999994,69.0,50.480000000000004,19.200000000000003,100.0,-0.7955598913007415,0.4733314736855836,85,83,115.0,84.0,38.0,126.0,107.0,45.0,21.0,11.435,110,-0.18,-0.88,-1.0,93,-0.962,89,1434
114,Louisiana Tech,Conference USA,486.98,2025,-13.533333333333333,26.0,45.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,25.0,0.0,0.0,3.0,0.0,0.0,57.0,42.0,2.0,1.0,226.0,382.0,45.0,72.0,29.0,41.0,3.0,0.0,2.0,1.0,17.0,16.0,180.0,120.0,3315.0,3885.0,0.0,0.0,42.0,49.0,5.0,5.0,59.0,78.0,1.0,1.0,191.0,256.0,7.0,5.0,19.0,13.0,6.0,18.0,23.0,34.0,417.0,638.0,0.0,4.0,4.0,0.2609,0.5,55.25,#002d65,#d3313a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2348.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2348.png']",-8.599,102,77,28,78.151,21.777,74.085,2,1,1,0,0,0,0.903705265831418,1.2565211432668564,-0.022121427966442588,-0.05014766763554452,0.245,0.36792452830188677,0.3673469387755102,1.0,0.625,0.18181818181818182,0.22857142857142856,3.4285714285714284,1.4545454545454546,1.373,-1.285,70.9,72.9,-21.7,13.0,45.5,-18.2,-3.5,-32.5,1392,0.09064179745765087,-0.04014008621222486,2.857142857142857,2.8333333333333335,0.018018658245782273,-0.1407894650931954,0.5952380952380949,-1.4025974025974026,-12.2,-12.1,1.2711947677096447,77.15384615384616,41.16115587663239,19.927355623100308,36.515695067264566,2.5531914893617085,55.220134704005666,34.33914537529032,17.689549273506998,407.0687994481576,82.83132530120481,45.44897959183673,19.88284075301882,79.47875254324359,62.13903843746087,52.31158820780415,0.44218569500786303,125.0,38.9,42.0,40.234,108.0,64.75,28.6,39.0,-3.48599769529495,-2.3713625561398315,126,25,113.0,112.0,60.0,134.0,75.0,8.0,131.0,11.334,98,0.0,-0.09,-0.76,63,-0.249,61,1392
115,Tulsa,American Athletic,557.24,2025,-3.842857142857143,50.0,32.0,6.0,2.0,8.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,8.0,2.0,1.0,0.0,0.0,0.0,89.0,0.0,3.0,471.0,392.0,74.0,64.0,49.0,41.0,1.0,2.0,3.0,2.0,16.0,11.0,93.0,90.0,3735.0,3465.0,0.0,0.0,28.0,30.0,3.0,4.0,80.0,66.0,3.0,1.0,409.0,159.0,7.0,1.0,18.0,8.0,14.0,15.0,34.0,34.0,880.0,551.0,2.0,2.0,0.0,0.4118,0.75,62.25,#003595,#d0b787,"['http://a.espncdn.com/i/teamlogos/ncaa/500/202.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/202.png']",-14.052,123,110,121,58.772,31.819,36.43,2,1,1,0,0,0,1.1921953149015532,1.2194592223634304,0.16722481572752487,0.03180523978303124,0.159,0.42162162162162165,0.37058823529411766,0.6666666666666666,0.625,0.24489795918367346,0.2972972972972973,3.4166666666666665,2.7,0.972,-1.434,77.0,70.6,23.8,-5.0,0.0,-8.7,32.5,-5.0,1043,0.08161421662253308,-0.03452219978416153,3.3333333333333335,2.125,0.2017470155116864,-0.04980897683950184,1.2916666666666665,-0.6333333333333333,-4.1,-12.5,4.0563102878022885,46.69230769230769,50.78883023061961,42.631155015197564,9.434977578475355,0.10638297872338853,55.04466501240694,46.44136548015131,44.01178055721009,486.85967133405404,63.024096385542165,74.74489795918367,39.05537496546759,68.90442043325639,61.40571995669433,55.802953640742366,0.19102013470363816,76.0,,,50.243,36.0,57.75,36.0,15.0,-0.8511888313595408,-1.5732519503207725,86,37,84.0,80.0,64.0,82.0,66.0,68.0,53.0,11.406,107,-0.99,-1.0,-1.0,114,-1.0,115,1043
116,Middle Tennessee,Conference USA,503.9866666666667,2025,-13.533333333333333,27.0,40.0,2.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,35.0,25.0,1.0,1.0,317.0,476.0,69.0,54.0,37.0,37.0,1.0,1.0,3.0,5.0,8.0,9.0,75.0,88.0,3042.0,4158.0,0.0,0.0,30.0,65.0,4.0,3.0,50.0,76.0,0.0,5.0,77.0,323.0,3.0,10.0,14.0,16.0,5.0,11.0,26.0,26.0,394.0,799.0,1.0,1.0,1.0,0.1923,0.3333,50.7,#006db6,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2393.png']",-19.37,134,117,44,13.704,14.001,52.697,2,0,2,0,0,0,1.25253005146406,1.385562922432022,-0.02831852695332176,0.28568090726567014,0.156,0.3576158940397351,0.4222222222222222,0.5,0.8571428571428571,0.2777777777777778,0.19230769230769232,1.8888888888888888,4.583333333333333,1.443,-1.616,69.0,68.5,-13.6,22.7,-22.2,-10.5,-3.1,44.9,1182,0.25740093431336314,-0.021837603954770024,3.4545454545454546,0.375,-0.006480922998551734,0.028279972952306998,1.5138888888888888,1.1287878787878785,-18.7,-12.7,1.2711947677096447,54.30769230769231,34.9031675465407,9.606079027355623,44.95067264573993,-2.1276595744680833,32.526054590570716,32.01579129580201,49.51680541112978,426.382445352031,33.07228915662651,80.8061224489796,19.25534432094855,36.147002701941034,49.72392638036809,40.15539132971789,0.17589842362782618,64.0,42.0,31.0,33.939,129.0,69.3,23.2,76.0,-4.463884137111936,2.672746006404395,132,117,107.0,120.0,95.0,65.0,104.0,45.0,32.0,11.653,133,-1.13,-1.83,-1.99,128,-1.946,128,1182
117,Nevada,Mountain West,494.74333333333334,2025,-7.983333333333333,36.0,40.0,3.0,4.0,6.0,6.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,36.0,41.0,3.0,1.0,0.0,0.0,106.0,88.0,5.0,2.0,269.0,528.0,42.0,54.0,23.0,43.0,1.0,3.0,1.0,2.0,10.0,14.0,76.0,116.0,3546.0,3654.0,0.0,0.0,14.0,8.0,2.0,3.0,78.0,77.0,1.0,5.0,348.0,281.0,4.0,3.0,13.0,14.0,8.0,8.0,23.0,25.0,617.0,809.0,5.0,1.0,-4.0,0.3478,0.5,59.1,#002d62,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2440.png']",-12.815,119,65,8,41.059,16.698,48.686,2,1,1,0,0,0,1.1375982144667989,1.0776090075685663,-0.004024587641209686,0.24385461581563597,0.125,0.39166666666666666,0.4765625,0.75,0.7272727272727273,0.22666666666666666,0.14084507042253522,2.3,4.384615384615385,1.225,-1.5,72.3,68.2,9.5,47.6,56.5,-8.7,18.2,-8.9,1249,0.29144158395391145,-0.030740298253986213,4.466666666666667,1.6666666666666667,0.026715710612776528,-0.04758696813827548,0.6333333333333331,-0.08205128205128176,-17.1,-13.1,2.8663063837627045,16.230769230769234,46.45637677132537,33.00197568389058,30.300448430493304,-2.4468085106382915,38.58560794044664,39.690134907251256,39.030265563208374,415.8852403164683,36.23262279888785,80.46938775510205,21.71526311062065,41.54382278622189,37.42985525306748,69.16575094097269,0.1827427199440108,70.0,24.10000000000001,88.0,43.028,85.0,60.9,26.200000000000003,58.0,-3.2202176148618156,3.2523559851606842,122,120,110.0,98.0,122.0,102.0,28.0,127.0,35.0,11.076,78,0.0,-0.02,-0.43,58,-0.075,59,1249
118,Coastal Carolina,Sun Belt,561.3933333333333,2025,-9.057142857142857,40.0,33.0,2.0,2.0,3.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,10.0,4.0,1.0,0.0,1.0,18.0,132.0,1.0,3.0,302.0,345.0,64.0,58.0,36.0,32.0,1.0,4.0,0.0,2.0,15.0,17.0,140.0,115.0,3722.0,3478.0,0.0,0.0,2.0,60.0,2.0,6.0,80.0,68.0,2.0,3.0,343.0,275.0,2.0,2.0,9.0,9.0,8.0,9.0,28.0,29.0,645.0,620.0,5.0,1.0,-4.0,0.2857,0.6667,62.03,#007073,#876447,"['http://a.espncdn.com/i/teamlogos/ncaa/500/324.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/324.png']",-13.772,122,101,62,50.144,9.618,33.565,2,1,1,0,0,0,1.0610725737876028,1.173544308366137,0.020091080255704045,0.14427633510879528,0.177,0.3829787234042553,0.4112903225806452,0.875,0.6923076923076923,0.16883116883116883,0.12121212121212122,2.2222222222222223,3.090909090909091,1.329,-1.345,71.8,72.1,7.7,8.7,65.2,-7.7,15.4,-56.5,1266,0.3439923570733496,0.1646973583374177,3.625,4.666666666666667,-0.14460627808171364,-0.1997160219645543,-2.4444444444444446,-0.5340909090909092,-10.4,-13.4,2.5576854747794657,16.230769230769234,50.4862461794943,23.658662613981765,32.52017937219735,1.702127659574458,37.439205955334984,37.73205123605181,32.0479602130448,491.576410416027,56.80722891566265,58.91836734693877,24.157130764234743,54.39234572827669,52.19718484068869,60.128302669579746,0.2847980436683614,112.0,19.299999999999997,100.0,47.206,55.0,57.97,24.599999999999998,65.0,-3.200090915288724,0.00738291290057186,121,76,82.0,105.0,89.0,115.0,54.0,127.0,111.0,11.373,104,-0.31,-0.94,-1.0,102,-0.981,98,1266
