,team,conference,avg_talent,season,sp_conf_rating,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Defense_ppa,Defense_havoc_total,Offense_successRate,Defense_successRate,Offense_powerSuccess,Defense_powerSuccess,Offense_stuffRate,Defense_stuffRate,Offense_pointsPerOpportunity,Defense_pointsPerOpportunity,Offense_fieldPosition_averagePredictedPoints,Defense_fieldPosition_averagePredictedPoints,Offense_fieldPosition_averageStart,Defense_fieldPosition_averageStart,offense_drive_quality,defense_drive_quality,avg_opp_offense_drive_quality_pct,avg_opp_defense_drive_quality_pct,adj_offense_drive_quality,adj_defense_drive_quality,elo_x,avg_opp_offense_ppa,avg_opp_defense_ppa,avg_opp_offense_ppo,avg_opp_defense_ppo,adj_offense_ppa,adj_defense_ppa,adj_offense_ppo,adj_defense_ppo,avg_opp_offense_sr,avg_opp_defense_sr,adj_offense_sr,adj_defense_sr,last_week,unweighted_power,power_rating,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,defensive_total,offensive_rank,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving,elo_y
42,Baylor,Big 12,704.5866666666667,2025,9.275,84.0,58.0,8.0,2.0,15.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,22.0,2.0,4.0,0.0,1.0,215.0,136.0,10.0,3.0,1104.0,503.0,142.0,64.0,89.0,40.0,4.0,2.0,10.0,4.0,16.0,19.0,164.0,181.0,5604.0,5196.0,0.0,0.0,0.0,4.0,4.0,2.0,111.0,129.0,5.0,7.0,448.0,565.0,5.0,6.0,13.0,14.0,17.0,14.0,46.0,38.0,1552.0,1068.0,4.0,5.0,1.0,0.3696,0.5333,93.4,#154734,#ffb81c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/239.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/239.png']",7.185,39,31,40,43.182,70.827,39.106,3,2,1,0,0,0,1.3921494584841314,1.1182485747182933,0.26589548102888017,0.17267409581376011,0.152,0.4475806451612903,0.43455497382198954,0.7058823529411765,1.0,0.16666666666666666,0.13008130081300814,4.090909090909091,4.230769230769231,1.389,-1.318,70.0,70.6,52.8,16.7,35.8,17.4,35.4,-19.1,1579,0.30573823483349605,0.06301523150897928,4.875,2.8687782805429864,0.20288024951990088,-0.13306413901973593,1.2221308103661044,-0.6442307692307692,0.5160726311972232,0.35456387584047155,0.09301676932081876,-0.0815176573752337,0,3.5,5.5,7.9134544358181955,60.4,61.28113962797269,40.20212765957447,44.38888888888887,-0.05780346820809257,59.10679611650485,49.373723420350885,55.39366141494794,654.1941291025411,41.09467455621301,60.86046511627907,49.6373666444044,46.79141868549783,42.33061370280202,70.93004792776014,0.25069011277276987,60.0,22.099999999999994,102.0,45.495333333333335,69.0,86.6,29.8,102.0,1.361113325561548,1.2884575319781189,40,96,42.0,64.0,97.0,23.0,32.0,52.0,79.0,10.229,43,0.94,0.13,-0.9,18,-0.46,55,1579
43,Pittsburgh,ACC,698.4566666666666,2025,5.823529411764706,58.0,49.0,3.0,5.0,6.0,8.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,22.0,28.0,3.0,2.0,0.0,0.0,179.0,49.0,7.0,3.0,945.0,608.0,108.0,86.0,69.0,59.0,2.0,3.0,10.0,3.0,23.0,26.0,216.0,223.0,4613.0,6187.0,1.0,0.0,197.0,8.0,11.0,3.0,86.0,130.0,5.0,4.0,329.0,251.0,11.0,8.0,29.0,17.0,15.0,13.0,40.0,49.0,1274.0,859.0,3.0,3.0,0.0,0.375,0.5,76.88,#003263,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/221.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/221.png']",2.566,57,87,106,63.387,45.188,82.162,3,2,1,0,0,0,1.3865320970352757,1.3649711130390998,0.30260125339562466,0.07454206033358315,0.209,0.45454545454545453,0.2815533980582524,0.8125,0.7692307692307693,0.19230769230769232,0.29464285714285715,3.8260869565217392,4.461538461538462,1.949,-1.121,62.3,73.2,37.5,-18.6,-1.2,21.8,15.7,-17.4,1506,0.09125850777542906,0.14457099474849672,3.958333333333333,3.614705882352941,0.15803025864712794,-0.016716447441845902,0.21138107416879803,0.5032051282051286,0.36701701701701706,0.4185870479394449,0.03595840660600963,-0.08546361895876464,-1,4.1,5.4,6.939435751688178,53.8,42.026607016717676,41.1048632218845,91.44444444444446,2.947976878612721,54.47420852680456,51.57729138166893,54.787942092382806,647.2325856260173,37.18934911242604,43.75747508305648,54.62256601955564,61.621001893892924,83.33201443237873,41.75128161768356,0.3337285618756048,94.0,54.38051948051949,13.0,39.376666666666665,114.0,103.12,53.0,13.0,0.7431445424855354,-0.8448826625595705,51,48,46.0,58.0,7.0,24.0,103.0,66.0,118.0,10.23,44,-0.33,-0.94,-1.0,86,-0.966,83,1506
44,Iowa State,Big 12,643.3066666666667,2025,9.275,81.0,60.0,3.0,3.0,3.0,9.0,3.0,2.0,2.0,3.0,4.0,0.0,0.0,46.0,0.0,1.0,4.0,0.0,0.0,56.0,272.0,3.0,14.0,888.0,704.0,105.0,116.0,69.0,68.0,4.0,1.0,7.0,3.0,12.0,25.0,108.0,212.0,7401.0,6999.0,0.0,0.0,118.0,7.0,3.0,3.0,152.0,127.0,7.0,3.0,644.0,483.0,7.0,6.0,24.0,16.0,25.0,22.0,50.0,55.0,1532.0,1187.0,4.0,6.0,2.0,0.5,1.0,123.35,#822433,#fdca2f,"['http://a.espncdn.com/i/teamlogos/ncaa/500/66.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/66.png']",8.073,34,11,82,67.356,65.803,55.689,4,4,0,1,1,0,1.189942381714224,1.1761641063322956,0.2935227943509409,0.039794295496709486,0.19,0.46124031007751937,0.3562753036437247,0.7333333333333333,0.7058823529411765,0.17123287671232876,0.18699186991869918,4.142857142857143,3.0,1.508,-1.159,68.5,73.0,34.9,10.0,32.4,13.2,21.7,-22.4,1608,0.13821947304797103,0.17359840263082402,4.038298360279785,4.013703703703704,0.1199243917201169,-0.09842517755126154,0.12915343915343946,-1.0382983602797848,0.4219890225432151,0.4052409728631801,0.05599933721433925,-0.0657137188994904,1,4.8,5.4,7.9134544358181955,67.0,96.18872145043558,62.00151975683892,53.555555555555536,2.7167630057803507,60.01553398058253,53.69544973208319,33.58969977315398,584.6014073665926,61.92307692307692,79.27906976744185,53.389573892194846,66.87203808643429,63.308019392494494,64.08063816491355,0.18474125898276397,28.0,62.5,6.0,55.8375,14.0,116.65,41.6,48.0,0.8653916550125029,-1.0847494956703139,48,44,67.0,53.0,41.0,88.0,47.0,32.0,31.0,10.564,59,1.31,0.21,0.01,14,0.041,16,1608
45,Kentucky,SEC,764.0266666666666,2025,16.66875,59.0,58.0,1.0,3.0,3.0,9.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,50.0,0.0,1.0,4.0,0.0,0.0,69.0,45.0,4.0,2.0,512.0,835.0,77.0,107.0,38.0,61.0,4.0,1.0,2.0,2.0,16.0,25.0,148.0,224.0,5630.0,5170.0,0.0,0.0,25.0,6.0,4.0,3.0,125.0,106.0,9.0,5.0,645.0,412.0,5.0,3.0,14.0,11.0,18.0,14.0,42.0,44.0,1157.0,1247.0,2.0,4.0,2.0,0.4286,0.3333,93.83,#0033a0,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/96.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/96.png']",6.838,41,41,48,78.837,41.538,64.255,3,2,1,1,0,1,1.1407240070457842,1.287359177158572,0.20108595849536012,0.15993734865786338,0.123,0.455,0.4028436018957346,0.625,0.6923076923076923,0.14049586776859505,0.22549019607843138,4.190476190476191,3.9411764705882355,1.798,-0.975,64.3,75.6,32.5,20.5,33.9,18.6,13.9,-13.4,1557,0.30330902003644705,0.1898917538806385,4.75,3.865079365079365,0.01119420461472162,-0.14337167137858367,0.3253968253968256,-0.8088235294117645,0.4776070564802959,0.41668063314711357,0.03831936685288645,-0.0747634545845613,1,6.0,5.0,10.0,67.0,61.78231692959736,50.06534954407296,79.22222222222223,5.72254335260115,60.848543689320394,51.72110318546022,28.282489113245887,721.697252144068,45.99547511312217,66.12292358803987,40.835252687781235,48.71617904360549,50.828635122142146,50.93009663532879,0.20507214009795852,38.0,34.8,56.0,42.22866666666666,99.0,86.17,20.4,124.0,0.1822597645406964,1.1123948496891707,62,92,24.0,57.0,76.0,106.0,87.0,32.0,68.0,9.326,13,0.57,-0.23,-0.91,54,-0.702,59,1557
46,NC State,ACC,710.2566666666667,2025,5.823529411764706,67.0,54.0,4.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,46.0,20.0,1.0,3.0,0.0,1.0,19.0,176.0,1.0,5.0,719.0,892.0,89.0,123.0,63.0,82.0,3.0,1.0,5.0,2.0,18.0,21.0,172.0,188.0,5867.0,4933.0,0.0,0.0,21.0,82.0,3.0,5.0,113.0,83.0,6.0,6.0,530.0,346.0,2.0,2.0,17.0,25.0,15.0,25.0,40.0,50.0,1249.0,1238.0,1.0,3.0,2.0,0.375,1.0,97.78,#cc0000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/152.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/152.png']",3.462,53,13,84,56.842,76.857,34.274,3,3,0,1,1,0,1.3110965545937348,1.5690738674820097,0.2321393026526022,0.18629893346443388,0.136,0.43842364532019706,0.34951456310679613,0.6,0.6428571428571429,0.32142857142857145,0.2345679012345679,4.388888888888889,3.1875,1.279,-1.058,71.1,74.1,28.6,26.5,25.4,-6.1,34.7,1.1,1521,0.2517944580971659,0.04720462664207792,3.7605555555555554,3.2047558922558923,0.18493467601052427,-0.065495524632732,1.184132996632997,-0.5730555555555554,0.4392443340972753,0.33852150905914985,0.09990213626104721,-0.08972977099047919,1,4.4,4.7,6.939435751688178,67.0,66.3861549328938,41.1048632218845,37.66666666666667,3.988439306358373,64.31941747572816,46.47657715852982,46.65373779005317,660.6332729054592,58.75,58.22923588039867,45.0527667709148,44.732451268253584,65.11976434086907,17.612965695411035,0.2603562476403066,62.0,29.0,80.0,56.343333333333334,13.0,82.22,17.4,128.0,0.41592887532577966,0.9067597727072474,60,88,39.0,76.0,38.0,44.0,132.0,32.0,87.0,10.297,49,1.57,0.16,0.01,17,0.029,18,1521
47,Wisconsin,Big Ten,758.7166666666667,2025,12.183333333333334,58.0,43.0,4.0,2.0,5.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,17.0,15.0,4.0,3.0,1.0,0.0,120.0,0.0,2.0,0.0,588.0,673.0,76.0,80.0,52.0,54.0,3.0,4.0,5.0,5.0,11.0,16.0,105.0,142.0,6060.0,4740.0,0.0,0.0,3.0,50.0,1.0,5.0,106.0,72.0,4.0,1.0,430.0,139.0,9.0,7.0,13.0,15.0,18.0,7.0,36.0,31.0,1018.0,812.0,4.0,3.0,-1.0,0.5,0.8,101.0,#c4012f,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/275.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/275.png']",6.344,45,50,15,67.632,37.839,53.206,3,2,1,0,0,0,1.205579078775397,1.3019728074332517,0.20419437921270245,0.13801290255898674,0.115,0.45989304812834225,0.41530054644808745,0.8235294117647058,0.625,0.125,0.25,3.1666666666666665,1.8181818181818181,1.234,-1.077,73.0,74.7,-10.7,7.1,22.4,15.1,-25.8,-15.3,1591,0.17770690089845567,0.1782964133770174,3.6258145363408523,4.148459383753502,0.025897965835685044,-0.03969399833946893,-0.9817927170868352,-1.8076327181590341,0.4194337071335459,0.42340510366826156,0.03648794446008069,-0.004133160685458437,-1,4.6,4.3,8.734197633225296,47.199999999999996,70.13915705203672,62.00151975683892,26.05555555555553,4.682080924855498,42.9388349514563,53.26919495568406,35.27580269483424,715.6669428683192,81.92307692307692,80.265780730897,41.257423262560955,52.029372295231695,47.49041998999322,49.201808228323614,0.14671629176998288,13.0,64.7,4.0,54.666666666666664,20.0,79.0,38.2,59.0,-2.4992906624190505,-1.5618133946819936,113,38,28.0,55.0,82.0,83.0,89.0,84.0,27.0,8.919,1,0.19,-0.01,-0.39,43,-0.039,43,1591
48,Minnesota,Big Ten,685.5733333333334,2025,12.183333333333334,71.0,29.0,2.0,1.0,6.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,0.0,29.0,54.0,3.0,2.0,0.0,0.0,68.0,57.0,4.0,5.0,721.0,409.0,84.0,74.0,51.0,45.0,2.0,3.0,5.0,4.0,14.0,14.0,140.0,117.0,6337.0,4088.0,0.0,0.0,53.0,6.0,8.0,2.0,127.0,70.0,6.0,0.0,541.0,124.0,7.0,5.0,19.0,11.0,18.0,9.0,37.0,34.0,1262.0,533.0,4.0,5.0,1.0,0.4865,0.3333,105.62,#5e0a2f,#fab41c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/135.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/135.png']",3.303,55,78,93,75.128,51.598,39.495,3,2,1,0,0,0,1.1562822245281144,1.2742056224437974,0.22128635954103895,-0.038715825348674834,0.212,0.49056603773584906,0.3013698630136986,0.7777777777777778,0.8,0.12605042016806722,0.328125,3.5714285714285716,4.111111111111111,1.866,-1.142,64.7,73.8,56.2,-20.0,37.9,0.0,56.2,-57.9,1593,0.2030819778151552,0.07399738204580407,4.018421052631579,2.678571428571429,0.1472889774952349,-0.24179780316383004,0.8928571428571428,0.0926900584795316,0.44024863466513364,0.3651174180908927,0.12544861964495635,-0.13887877165143503,-1,4.2,4.2,8.734197633225296,60.4,75.52389922298093,59.74468085106383,76.77777777777774,3.6416184971098318,50.01941747572816,62.973698474563136,29.960129592591855,632.6016092601864,43.119658119658126,68.75415282392026,43.578772853071634,78.73638354794231,78.02159317281917,52.4857084646387,0.22130832098850794,48.0,32.724999999999994,62.0,46.73766666666667,55.0,74.38,52.6,14.0,0.7206749257996179,-2.0445789167041957,53,30,48.0,39.0,12.0,100.0,82.0,52.0,60.0,9.773,28,-0.22,-0.93,-1.0,84,-0.962,81,1593
49,Arizona,Big 12,670.4433333333333,2025,9.275,68.0,40.0,4.0,1.0,5.0,6.0,1.0,3.0,3.0,1.0,3.0,1.0,0.0,87.0,0.0,1.0,5.0,0.0,0.0,0.0,19.0,0.0,1.0,745.0,379.0,85.0,100.0,49.0,49.0,5.0,1.0,6.0,0.0,25.0,16.0,190.0,163.0,5630.0,5170.0,0.0,0.0,72.0,36.0,7.0,3.0,116.0,83.0,6.0,2.0,569.0,291.0,8.0,7.0,25.0,13.0,16.0,9.0,39.0,40.0,1314.0,670.0,2.0,8.0,6.0,0.4103,0.8,93.83,#0c234b,#ab0520,"['http://a.espncdn.com/i/teamlogos/ncaa/500/12.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/12.png']",7.326,38,23,113,90.363,68.707,18.462,3,3,0,1,1,0,1.358619073023889,1.233907456282842,0.23518619844355265,-0.06353295342518016,0.281,0.3945945945945946,0.29213483146067415,0.75,0.3333333333333333,0.18269230769230768,0.3088235294117647,2.5,1.6,1.944,-1.083,61.9,72.5,50.0,-3.2,21.6,16.1,33.9,-24.8,1469,0.09832780436273003,0.10450091934123737,3.419908466819222,3.415,0.13068527910231528,-0.1618607577879102,-0.915,-1.8199084668192218,0.3897097100162293,0.3611179867986799,0.033476607795914715,-0.09757487855555513,1,5.0,4.1,7.9134544358181955,93.39999999999999,61.78231692959736,47.006079027355625,93.88888888888889,2.138728323699425,31.27669902912621,32.60968050325096,51.77808450197169,615.4192026044274,85.61538461538461,52.308970099667775,45.46658132960145,82.48671506815496,80.49639924959152,57.25159155395024,0.30873264791857036,87.0,,,51.379666666666665,30.0,86.17,49.8,19.0,-0.4196364198201762,-3.6943789754120617,74,11,56.0,99.0,9.0,28.0,64.0,2.0,103.0,10.748,67,0.45,0.03,0.0,26,0.004,28,1469
50,Virginia,ACC,650.5733333333334,2025,5.823529411764706,77.0,42.0,4.0,3.0,9.0,6.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,10.0,15.0,2.0,1.0,1.0,0.0,182.0,116.0,4.0,6.0,868.0,567.0,114.0,85.0,75.0,49.0,1.0,2.0,4.0,2.0,15.0,10.0,105.0,86.0,6214.0,4586.0,0.0,0.0,129.0,8.0,11.0,1.0,126.0,86.0,12.0,6.0,813.0,377.0,4.0,0.0,12.0,11.0,31.0,4.0,53.0,34.0,1681.0,944.0,2.0,2.0,1.0,0.5849,0.4444,103.57,#232d4b,#f84c1e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/258.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/258.png']",4.385,51,83,94,51.436,78.178,59.757,3,2,1,0,0,0,1.3504287959348207,1.2707180891270893,0.3891844961323939,0.1154286444489484,0.163,0.49159663865546216,0.36046511627906974,0.84,0.42857142857142855,0.128,0.20238095238095238,4.24,4.454545454545454,1.581,-1.128,67.6,73.6,5.4,-15.4,13.5,30.0,-24.6,-28.9,1514,0.11560046844192,0.1730989317409184,3.027777777777778,3.3080357142857144,0.21608556439147553,-0.00017182399297159534,0.9319642857142858,1.426767676767676,0.4021386519283912,0.3961858529819695,0.09541078567349265,-0.04167353564932147,0,4.8,3.6,6.939435751688178,60.4,73.13456557570048,76.19452887537994,59.05555555555557,3.4104046242774473,61.714873786407765,63.29976614448789,50.89492803515368,592.8538080076048,37.307692307692314,80.265780730897,66.38188069293308,55.44227546394604,62.18523234937999,52.89816336373071,0.1771094299838808,24.0,63.22727272727273,5.0,49.26033333333333,38.0,76.43,33.6,82.0,0.3999511189591204,-0.40687101547456184,61,61,63.0,37.0,44.0,31.0,81.0,52.0,27.0,11.04,80,-0.17,-0.87,-0.99,81,-0.927,74,1514
51,North Carolina,ACC,784.6066666666667,2025,5.823529411764706,41.0,65.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,41.0,39.0,2.0,4.0,0.0,0.0,145.0,72.0,7.0,4.0,446.0,609.0,65.0,93.0,40.0,61.0,4.0,2.0,4.0,2.0,12.0,12.0,130.0,109.0,4768.0,6030.0,0.0,0.0,30.0,5.0,3.0,2.0,92.0,111.0,4.0,2.0,391.0,404.0,4.0,4.0,12.0,16.0,12.0,19.0,36.0,41.0,837.0,1013.0,4.0,6.0,2.0,0.3333,0.6667,79.47,#7bafd4,#13294b,"['http://a.espncdn.com/i/teamlogos/ncaa/500/153.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/153.png']",-4.131,82,72,86,65.437,21.465,75.275,3,2,1,0,0,0,1.349139009367809,1.0672305957785337,0.08215677432176809,0.03399560880393699,0.141,0.3885350318471338,0.4146341463414634,0.7,0.8181818181818182,0.20454545454545456,0.2222222222222222,4.153846153846154,1.7333333333333334,1.683,-1.062,65.9,74.5,6.2,2.9,32.1,20.4,-14.2,-29.2,1439,0.28405466002093255,0.2122079978024869,4.066239316239316,4.057894736842105,-0.1300512234807188,-0.25005905121699556,0.09595141700404941,-2.3329059829059826,0.4998697238144867,0.4654692082111437,-0.0769341763640099,-0.0852355774730233,0,4.1,3.6,6.939435751688178,67.0,45.04532611255003,34.13373860182371,69.4444444444444,4.450867052023128,60.20776699029126,30.692519875673582,50.75585052470025,745.068959280586,83.35897435897436,72.04318936877077,24.682869659149105,67.74832793805216,47.669002058063676,76.96371512017535,0.1744804938935098,23.0,39.31428571428571,38.0,43.157,91.0,100.53,33.6,82.0,-1.7345714247412582,-2.5861804059251736,102,26,23.0,104.0,81.0,32.0,22.0,32.0,48.0,10.723,64,-0.01,-0.53,-0.97,63,-0.88,69,1439
52,Boston College,ACC,656.0866666666667,2025,5.823529411764706,70.0,49.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,28.0,19.0,1.0,1.0,0.0,0.0,129.0,216.0,7.0,9.0,1181.0,569.0,128.0,90.0,95.0,52.0,1.0,1.0,10.0,5.0,14.0,12.0,104.0,105.0,5553.0,5247.0,0.0,0.0,101.0,12.0,9.0,5.0,86.0,96.0,5.0,3.0,221.0,388.0,8.0,4.0,19.0,13.0,22.0,13.0,42.0,42.0,1402.0,957.0,4.0,2.0,-2.0,0.5238,0.5,92.55,#8c2232,#dbcca6,"['http://a.espncdn.com/i/teamlogos/ncaa/500/103.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/103.png']",1.955,62,119,79,54.586,57.921,32.416,3,1,2,1,0,1,1.1188087993766385,1.270564013186456,0.2774514414450204,0.03769848385817124,0.173,0.49099099099099097,0.3298429319371728,0.8571428571428571,0.6,0.1797752808988764,0.25773195876288657,3.9047619047619047,3.6,1.419,-1.081,69.8,73.8,37.8,0.0,15.6,23.9,13.9,-15.6,1470,0.12826497301420683,0.09404334268522938,3.611607142857143,2.6761904761904765,0.183408098759791,-0.0905664891560356,1.2285714285714282,-0.011607142857142705,0.4059973679263019,0.4175641025641026,0.07342688842688838,-0.07615443598912913,-1,3.3,3.5,6.939435751688178,40.599999999999994,60.290440310807625,65.98024316109425,45.6111111111111,3.6416184971098318,55.85048543689321,63.1081477216908,25.919375244913084,599.1150330811067,51.76923076923076,80.59468438538207,51.20684095133952,67.18875436497419,70.39137300610037,52.916385233108116,0.1735893680803712,22.0,33.650793650793645,58.0,46.088,63.0,87.45,34.2,81.0,0.656418533937615,-1.024751399185849,55,46,62.0,38.0,24.0,111.0,80.0,99.0,25.0,10.188,40,-1.01,-1.91,-2.0,123,-1.95,122,1470
53,Boise State,Mountain West,599.5966666666667,2025,-7.95,47.0,28.0,2.0,2.0,7.0,5.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,59.0,0.0,4.0,0.0,565.0,431.0,77.0,62.0,44.0,36.0,1.0,0.0,3.0,1.0,14.0,12.0,112.0,95.0,3885.0,3315.0,0.0,0.0,16.0,8.0,2.0,1.0,77.0,59.0,5.0,5.0,450.0,234.0,5.0,1.0,14.0,10.0,13.0,11.0,30.0,32.0,1015.0,665.0,3.0,2.0,-1.0,0.4333,0.2857,64.75,#0033a0,#fa4616,"['http://a.espncdn.com/i/teamlogos/ncaa/500/68.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/68.png']",2.352,61,86,69,65.755,49.262,25.852,2,1,1,0,0,0,1.2341811536771372,1.7095456414374706,0.19801720118914032,0.13009346875290734,0.172,0.44805194805194803,0.30327868852459017,0.8,0.5555555555555556,0.2727272727272727,0.21428571428571427,2.8125,4.555555555555555,1.642,-1.177,67.0,73.0,51.9,-3.8,8.3,28.6,23.3,-12.1,1596,0.14485783567775007,0.17171449869740296,4.0,3.789473684210526,0.026302702491737356,-0.014764366924842731,-0.9769736842105261,0.5555555555555554,0.34408602150537637,0.4418604651162791,0.006191482935668957,-0.040807332980786204,0,-1.9,3.2,3.052491143438607,47.199999999999996,27.88874499646809,50.85106382978725,62.72222222222221,2.7167630057803507,36.74332524271844,49.522837041793466,38.359960549224795,534.9620818594401,35.59829059829059,77.96345514950167,40.418469004479206,53.22614664130501,77.51006563263384,1.0,0.20936063283346446,40.0,28.75,84.0,42.422,98.0,55.25,22.4,121.0,-0.3085345000852705,0.3246097691292086,73,72,74.0,63.0,13.0,73.0,136.0,84.0,34.0,11.168,87,-0.71,-0.99,-1.0,94,-0.993,91,1596
54,Michigan State,Big Ten,728.8366666666667,2025,12.183333333333334,64.0,49.0,3.0,3.0,5.0,6.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,37.0,2.0,2.0,0.0,0.0,147.0,111.0,5.0,6.0,656.0,820.0,82.0,113.0,58.0,74.0,2.0,2.0,6.0,6.0,13.0,16.0,105.0,102.0,5801.0,4999.0,0.0,0.0,118.0,10.0,6.0,3.0,112.0,75.0,7.0,2.0,504.0,193.0,6.0,8.0,22.0,23.0,15.0,15.0,35.0,39.0,1160.0,1013.0,4.0,3.0,-1.0,0.4286,0.6,96.68,#18453b,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/127.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/127.png']",0.323,69,26,118,43.837,57.161,79.903,3,3,0,0,0,0,1.2239813703450373,1.2314601452806986,0.18920892783900742,0.13296418123937465,0.185,0.4416243654822335,0.40512820512820513,0.6923076923076923,0.7777777777777778,0.26126126126126126,0.28,4.9375,2.7333333333333334,1.374,-1.174,70.3,73.5,31.2,12.1,15.9,8.8,22.4,-3.8,1406,0.09261621856516274,0.12388598354421576,2.6062271062271063,4.247368421052632,0.06532294429479166,0.04034796267421191,0.6901315789473683,0.1271062271062271,0.3928384906645776,0.4078459942704732,0.033778371211760305,0.012289714463627532,0,4.5,2.9,8.734197633225296,47.199999999999996,65.10407346362139,50.06534954407296,42.55555555555554,3.2947976878612764,73.91638349514562,47.48924010638372,37.26011929697829,681.7336771132583,66.43589743589743,80.265780730897,39.22217218330054,52.79232837312035,50.21640657367766,57.54102403265947,0.1540190891619339,15.0,52.266666666666666,17.0,48.51266666666667,42.0,83.32,36.8,63.0,0.7327506677615075,-0.5500720534520276,52,55,33.0,70.0,77.0,78.0,62.0,84.0,27.0,9.696,24,0.76,0.09,0.0,21,0.016,21,1406
